GPST,x_x,y_x,z_x,ns,sdx(m),sdy(m),sdz(m)
2023/12/06 09:10:39.00,459433.0996,5634164.0523,2946800.3694,13.0,2.3201,6.0448,3.8791
2023/12/06 09:10:40.00,459433.039,5634164.0544,2946800.358,13.0,2.32,6.0449,3.8794
2023/12/06 09:10:41.00,459433.0815,5634164.1307,2946800.4669,13.0,2.32,6.045,3.8796
2023/12/06 09:10:42.00,459433.129,5634164.1161,2946800.4193,13.0,2.3199,6.045,3.8799
2023/12/06 09:10:43.00,459433.1096,5634164.0876,2946800.5202,13.0,2.3198,6.0451,3.8801
2023/12/06 09:10:44.00,459433.0752,5634164.0149,2946800.509,13.0,2.3198,6.0452,3.8804
2023/12/06 09:10:45.00,459433.0181,5634163.9112,2946800.456,13.0,2.3197,6.0452,3.8807
2023/12/06 09:10:46.00,459433.0608,5634163.8917,2946800.5398,13.0,2.3197,6.0453,3.8809
2023/12/06 09:10:47.00,459433.0877,5634163.9088,2946800.5822,13.0,2.3196,6.0454,3.8812
2023/12/06 09:10:48.00,459433.135,5634163.5629,2946800.5118,13.0,2.3196,6.0455,3.8814
2023/12/06 09:10:49.00,459433.1305,5634163.7388,2946800.5483,13.0,2.3195,6.0455,3.8817
2023/12/06 09:10:50.00,459433.201,5634163.8505,2946800.631,13.0,2.3195,6.0456,3.8819
2023/12/06 09:10:51.00,459433.4664,5634163.8474,2946800.6311,13.0,2.3194,6.0457,3.8822
2023/12/06 09:10:52.00,459434.3912,5634163.8367,2946800.739,13.0,2.3194,6.0457,3.8824
2023/12/06 09:10:53.00,459436.7559,5634163.7737,2946801.0914,13.0,2.3193,6.0458,3.8827
2023/12/06 09:10:54.00,459440.4003,5634163.4457,2946801.444,13.0,2.3193,6.0459,3.8829
2023/12/06 09:10:55.00,459444.7088,5634162.8433,2946801.7224,13.0,2.3192,6.0459,3.8832
2023/12/06 09:10:56.00,459448.7593,5634162.6878,2946802.08,13.0,2.3192,6.046,3.8835
2023/12/06 09:10:57.00,459452.0826,5634161.7481,2946801.6297,13.0,2.3191,6.0461,3.8837
2023/12/06 09:10:58.00,459456.92,5634163.3523,2946804.0789,12.0,2.6285,7.7686,4.9013
2023/12/06 09:10:59.00,459462.5123,5634166.1055,2946809.2669,12.0,2.36,6.0914,3.9565
2023/12/06 09:11:00.00,459464.3896,5634163.9769,2946805.4648,13.0,2.319,6.0463,3.8845
2023/12/06 09:11:01.00,459468.4406,5634161.2337,2946806.253,13.0,2.3189,6.0463,3.8847
2023/12/06 09:11:02.00,459471.6465,5634159.4958,2946804.7098,13.0,2.3189,6.0464,3.885
