Column_0,Column_1,Column_2,Column_3,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11
2024/02/14 04:19:28.00,461332.1582,5634451.4771,2945940.6828,13.0,3.5287,11.2818,6.9751,0.4251,5.9601,0.7971
2024/02/14 04:19:29.00,461332.0927,5634451.5642,2945940.9229,13.0,3.5287,11.2825,6.9752,0.427,5.9598,0.7981
2024/02/14 04:19:30.00,461332.157,5634451.6425,2945940.7543,13.0,3.5287,11.2832,6.9753,0.4289,5.9595,0.799
2024/02/14 04:19:31.00,461332.1452,5634451.3007,2945940.6677,13.0,3.5287,11.2839,6.9755,0.4308,5.9593,0.8
2024/02/14 04:19:32.00,461332.2278,5634451.0727,2945940.4919,13.0,3.5287,11.2846,6.9756,0.4326,5.959,0.8009
2024/02/14 04:19:33.00,461332.1711,5634451.0242,2945940.6021,13.0,3.5286,11.2853,6.9758,0.4345,5.9588,0.8019
2024/02/14 04:19:34.00,461332.1911,5634451.0281,2945940.6474,13.0,3.5286,11.286,6.9759,0.4364,5.9585,0.8028
2024/02/14 04:19:35.00,461332.1659,5634450.8997,2945940.4595,13.0,3.5286,11.2867,6.976,0.4382,5.9582,0.8038
2024/02/14 04:19:36.00,461332.1791,5634450.6306,2945940.1804,13.0,3.5286,11.2874,6.9762,0.4401,5.958,0.8047
2024/02/14 04:19:37.00,461332.1229,5634450.4731,2945940.2617,13.0,3.5286,11.288,6.9763,0.4419,5.9577,0.8057
2024/02/14 04:19:38.00,461332.2255,5634450.8523,2945940.4861,13.0,3.5285,11.2887,6.9764,0.4438,5.9574,0.8066
2024/02/14 04:19:39.00,461332.2248,5634450.9918,2945940.7745,13.0,3.5285,11.2894,6.9766,0.4456,5.9572,0.8076
2024/02/14 04:19:40.00,461332.3275,5634450.6231,2945940.4798,13.0,3.5285,11.2901,6.9767,0.4474,5.9569,0.8085
2024/02/14 04:19:41.00,461332.2925,5634450.425,2945940.3247,13.0,3.5285,11.2908,6.9768,0.4492,5.9566,0.8095
2024/02/14 04:19:42.00,461332.3455,5634450.458,2945940.3575,13.0,3.5285,11.2915,6.9769,0.4511,5.9564,0.8104
2024/02/14 04:19:43.00,461332.2985,5634450.7668,2945940.6314,13.0,3.5285,11.2922,6.9771,0.4529,5.9561,0.8113
2024/02/14 04:19:44.00,461332.3135,5634450.8543,2945940.6299,13.0,3.5284,11.2928,6.9772,0.4547,5.9558,0.8123
2024/02/14 04:19:45.00,461332.2765,5634450.689,2945940.6192,13.0,3.5284,11.2935,6.9773,0.4565,5.9556,0.8132
2024/02/14 04:19:46.00,461332.3373,5634450.1801,2945940.2193,13.0,3.5284,11.2942,6.9775,0.4582,5.9553,0.8142
2024/02/14 04:19:47.00,461332.2652,5634450.3683,2945940.1877,13.0,3.5284,11.2949,6.9776,0.46,5.955,0.8151
2024/02/14 04:19:48.00,461332.2354,5634450.6415,2945940.3216,13.0,3.5284,11.2956,6.9777,0.4618,5.9547,0.816
2024/02/14 04:19:49.00,461332.2836,5634450.7853,2945940.4192,13.0,3.5283,11.2963,6.9779,0.4636,5.9545,0.817
2024/02/14 04:19:50.00,461332.2956,5634450.5325,2945940.3834,13.0,3.5283,11.297,6.978,0.4653,5.9542,0.8179
2024/02/14 04:19:51.00,461332.3287,5634450.2271,2945940.2954,13.0,3.5283,11.2976,6.9781,0.4671,5.9539,0.8188
2024/02/14 04:19:52.00,461332.4191,5634449.8345,2945940.007,13.0,3.5283,11.2983,6.9782,0.4688,5.9536,0.8198
2024/02/14 04:19:53.00,461332.3847,5634449.8941,2945940.1972,13.0,3.5283,11.299,6.9784,0.4706,5.9534,0.8207
2024/02/14 04:19:54.00,461332.386,5634449.8923,2945940.3777,13.0,3.5283,11.2997,6.9785,0.4723,5.9531,0.8216
2024/02/14 04:19:55.00,461332.3711,5634449.8405,2945940.4272,13.0,3.5282,11.3004,6.9786,0.474,5.9528,0.8226
2024/02/14 04:19:56.00,461332.3266,5634449.6655,2945940.3004,13.0,3.5282,11.3011,6.9788,0.4757,5.9525,0.8235
2024/02/14 04:19:57.00,461332.3608,5634449.3576,2945940.0976,13.0,3.5282,11.3017,6.9789,0.4775,5.9523,0.8244
2024/02/14 04:19:58.00,461332.4075,5634449.3694,2945939.848,13.0,3.5282,11.3024,6.979,0.4792,5.952,0.8254
2024/02/14 04:19:59.00,461332.4183,5634449.3971,2945939.9497,13.0,3.5282,11.3031,6.9791,0.4809,5.9517,0.8263
2024/02/14 04:20:00.00,461332.3932,5634449.6496,2945940.173,13.0,3.5282,11.3038,6.9793,0.4826,5.9514,0.8272
2024/02/14 04:20:01.00,461332.5012,5634449.7712,2945940.2561,13.0,3.5281,11.3045,6.9794,0.4843,5.9512,0.8281
2024/02/14 04:20:02.00,461332.588,5634449.8712,2945940.3457,13.0,3.5281,11.3052,6.9795,0.486,5.9509,0.8291
2024/02/14 04:20:03.00,461332.6187,5634449.7023,2945940.1926,13.0,3.5281,11.3058,6.9796,0.4877,5.9506,0.83
2024/02/14 04:20:04.00,461332.7026,5634449.7147,2945940.0254,13.0,3.5281,11.3065,6.9798,0.4894,5.9503,0.8309
2024/02/14 04:20:05.00,461332.654,5634449.5228,2945939.9181,13.0,3.5281,11.3072,6.9799,0.491,5.95,0.8318
2024/02/14 04:20:06.00,461332.7007,5634449.7274,2945940.1948,13.0,3.528,11.3079,6.98,0.4927,5.9497,0.8328
2024/02/14 04:20:07.00,461332.7363,5634449.9982,2945940.2558,13.0,3.528,11.3086,6.9801,0.4944,5.9495,0.8337
2024/02/14 04:20:08.00,461332.6829,5634449.976,2945940.3669,13.0,3.528,11.3092,6.9803,0.496,5.9492,0.8346
2024/02/14 04:20:09.00,461332.7059,5634449.71,2945940.1058,13.0,3.528,11.3099,6.9804,0.4977,5.9489,0.8355
2024/02/14 04:20:10.00,461332.6397,5634449.6952,2945940.0847,13.0,3.528,11.3106,6.9805,0.4993,5.9486,0.8364
2024/02/14 04:20:11.00,461332.6977,5634449.505,2945939.9687,13.0,3.528,11.3113,6.9806,0.501,5.9483,0.8374
2024/02/14 04:20:12.00,461332.7246,5634449.5761,2945940.0869,13.0,3.5279,11.312,6.9808,0.5026,5.948,0.8383
2024/02/14 04:20:13.00,461332.7302,5634449.6019,2945940.1141,13.0,3.5279,11.3126,6.9809,0.5043,5.9478,0.8392
2024/02/14 04:20:14.00,461332.6595,5634449.5949,2945940.4277,13.0,3.5279,11.3133,6.981,0.5059,5.9475,0.8401
2024/02/14 04:20:15.00,461332.6735,5634449.7734,2945940.4746,13.0,3.5279,11.314,6.9811,0.5075,5.9472,0.841
2024/02/14 04:20:16.00,461332.6871,5634449.7656,2945940.4372,13.0,3.5279,11.3147,6.9813,0.5091,5.9469,0.8419
2024/02/14 04:20:17.00,461332.6731,5634449.591,2945940.2671,13.0,3.5279,11.3154,6.9814,0.5108,5.9466,0.8429
2024/02/14 04:20:18.00,461332.7225,5634449.7179,2945940.1155,13.0,3.5278,11.316,6.9815,0.5124,5.9463,0.8438
2024/02/14 04:20:19.00,461332.7484,5634449.863,2945940.0286,13.0,3.5278,11.3167,6.9816,0.514,5.946,0.8447
2024/02/14 04:20:20.00,461332.759,5634449.9889,2945940.0066,13.0,3.5278,11.3174,6.9817,0.5156,5.9457,0.8456
2024/02/14 04:20:21.00,461332.7813,5634450.127,2945940.1507,13.0,3.5278,11.3181,6.9819,0.5172,5.9455,0.8465
2024/02/14 04:20:22.00,461332.7722,5634450.2127,2945940.3851,13.0,3.5278,11.3188,6.982,0.5188,5.9452,0.8474
2024/02/14 04:20:23.00,461332.7313,5634450.3666,2945940.637,13.0,3.5278,11.3194,6.9821,0.5204,5.9449,0.8483
2024/02/14 04:20:24.00,461332.8302,5634450.4236,2945940.5656,13.0,3.5277,11.3201,6.9822,0.522,5.9446,0.8492
2024/02/14 04:20:25.00,461332.778,5634450.3833,2945940.3645,13.0,3.5277,11.3208,6.9823,0.5235,5.9443,0.8501
2024/02/14 04:20:26.00,461332.7253,5634450.1887,2945940.0781,13.0,3.5277,11.3215,6.9825,0.5251,5.944,0.851
2024/02/14 04:20:27.00,461332.6996,5634450.3292,2945940.0268,13.0,3.5277,11.3221,6.9826,0.5267,5.9437,0.8519
2024/02/14 04:20:28.00,461332.7413,5634450.2505,2945939.9317,13.0,3.5277,11.3228,6.9827,0.5283,5.9434,0.8528
2024/02/14 04:20:29.00,461332.7337,5634450.4602,2945940.1366,13.0,3.5277,11.3235,6.9828,0.5298,5.9431,0.8537
2024/02/14 04:20:30.00,461332.6956,5634450.8067,2945940.3833,13.0,3.5276,11.3242,6.9829,0.5314,5.9428,0.8546
2024/02/14 04:20:31.00,461332.548,5634450.9555,2945940.6359,13.0,3.5276,11.3248,6.983,0.5329,5.9425,0.8555
2024/02/14 04:20:32.00,461332.5513,5634450.9083,2945940.4546,13.0,3.5276,11.3255,6.9832,0.5345,5.9422,0.8564
2024/02/14 04:20:33.00,461332.4752,5634450.9055,2945940.5149,13.0,3.5276,11.3262,6.9833,0.536,5.9419,0.8574
2024/02/14 04:20:34.00,461332.5037,5634450.7529,2945940.356,13.0,3.5276,11.3269,6.9834,0.5376,5.9416,0.8582
2024/02/14 04:20:35.00,461332.5217,5634450.5098,2945940.2366,13.0,3.5276,11.3275,6.9835,0.5391,5.9413,0.8591
2024/02/14 04:20:36.00,461332.5556,5634450.4407,2945939.9919,13.0,3.5275,11.3282,6.9836,0.5407,5.941,0.86
2024/02/14 04:20:37.00,461332.5378,5634450.4588,2945939.964,13.0,3.5275,11.3289,6.9837,0.5422,5.9407,0.8609
2024/02/14 04:20:38.00,461332.4987,5634450.5778,2945940.0823,13.0,3.5275,11.3296,6.9839,0.5437,5.9404,0.8618
2024/02/14 04:20:39.00,461332.4749,5634450.826,2945940.1803,13.0,3.5275,11.3302,6.984,0.5453,5.9401,0.8627
2024/02/14 04:20:40.00,461332.4168,5634450.9692,2945940.3548,13.0,3.5275,11.3309,6.9841,0.5468,5.9398,0.8636
2024/02/14 04:20:41.00,461332.3644,5634451.1774,2945940.4219,13.0,3.5275,11.3316,6.9842,0.5483,5.9395,0.8645
2024/02/14 04:20:42.00,461332.3668,5634451.1732,2945940.4422,13.0,3.5274,11.3323,6.9843,0.5498,5.9392,0.8654
2024/02/14 04:20:43.00,461332.3684,5634451.0429,2945940.411,13.0,3.5274,11.3329,6.9844,0.5513,5.9389,0.8663
2024/02/14 04:20:44.00,461332.3259,5634451.0649,2945940.3152,13.0,3.5274,11.3336,6.9845,0.5528,5.9386,0.8672
2024/02/14 04:20:45.00,461332.447,5634451.015,2945940.1994,13.0,3.5274,11.3343,6.9847,0.5543,5.9383,0.8681
2024/02/14 04:20:46.00,461332.4156,5634450.8751,2945940.0712,13.0,3.5274,11.3349,6.9848,0.5558,5.938,0.869
2024/02/14 04:20:47.00,461332.4585,5634450.7555,2945939.7683,13.0,3.5274,11.3356,6.9849,0.5573,5.9377,0.8699
2024/02/14 04:20:48.00,461332.4151,5634450.7966,2945939.8118,13.0,3.5274,11.3363,6.985,0.5588,5.9374,0.8708
2024/02/14 04:20:49.00,461332.37,5634450.8126,2945939.8171,13.0,3.5273,11.337,6.9851,0.5603,5.9371,0.8717
2024/02/14 04:20:50.00,461332.2871,5634450.781,2945939.8023,13.0,3.5273,11.3376,6.9852,0.5618,5.9368,0.8725
2024/02/14 04:20:51.00,461332.2662,5634451.0675,2945940.129,13.0,3.5273,11.3383,6.9853,0.5633,5.9365,0.8734
2024/02/14 04:20:52.00,461332.2794,5634451.5552,2945940.4502,13.0,3.5273,11.339,6.9854,0.5648,5.9362,0.8743
2024/02/14 04:20:53.00,461332.2321,5634451.493,2945940.5093,13.0,3.5273,11.3396,6.9855,0.5662,5.9359,0.8752
2024/02/14 04:20:54.00,461332.1373,5634451.5442,2945940.6376,13.0,3.5273,11.3403,6.9857,0.5677,5.9356,0.8761
2024/02/14 04:20:55.00,461332.0959,5634451.6874,2945940.4881,13.0,3.5272,11.341,6.9858,0.5692,5.9352,0.877
2024/02/14 04:20:56.00,461332.1004,5634451.4323,2945940.4745,13.0,3.5272,11.3417,6.9859,0.5707,5.9349,0.8778
2024/02/14 04:20:57.00,461332.1105,5634451.3806,2945940.3348,13.0,3.5272,11.3423,6.986,0.5721,5.9346,0.8787
2024/02/14 04:20:58.00,461332.1922,5634451.0481,2945940.1742,13.0,3.5272,11.343,6.9861,0.5736,5.9343,0.8796
2024/02/14 04:20:59.00,461332.2146,5634450.789,2945940.082,13.0,3.5272,11.3437,6.9862,0.575,5.934,0.8805
2024/02/14 04:21:00.00,461332.2249,5634450.7094,2945939.8613,13.0,3.5272,11.3443,6.9863,0.5765,5.9337,0.8814
2024/02/14 04:21:01.00,461332.2255,5634450.8003,2945939.8828,13.0,3.5271,11.345,6.9864,0.5779,5.9334,0.8823
2024/02/14 04:21:02.00,461332.2997,5634450.6637,2945939.7977,13.0,3.5271,11.3457,6.9865,0.5794,5.9331,0.8831
2024/02/14 04:21:03.00,461332.1912,5634450.7859,2945939.9293,13.0,3.5271,11.3463,6.9866,0.5808,5.9327,0.884
2024/02/14 04:21:04.00,461332.21,5634450.9574,2945940.1074,13.0,3.5271,11.347,6.9867,0.5823,5.9324,0.8849
2024/02/14 04:21:05.00,461332.2198,5634450.842,2945940.214,13.0,3.5271,11.3477,6.9869,0.5837,5.9321,0.8858
2024/02/14 04:21:06.00,461332.2437,5634451.2031,2945940.3602,13.0,3.5271,11.3483,6.987,0.5851,5.9318,0.8866
2024/02/14 04:21:07.00,461332.2395,5634451.2311,2945940.6286,13.0,3.5271,11.349,6.9871,0.5866,5.9315,0.8875
2024/02/14 04:21:08.00,461332.2875,5634451.4109,2945940.8452,13.0,3.527,11.3497,6.9872,0.588,5.9312,0.8884
2024/02/14 04:21:09.00,461332.3051,5634451.5983,2945940.9461,13.0,3.527,11.3503,6.9873,0.5894,5.9309,0.8893
2024/02/14 04:21:10.00,461332.2535,5634451.6433,2945941.2027,13.0,3.527,11.351,6.9874,0.5908,5.9305,0.8901
2024/02/14 04:21:11.00,461332.2669,5634451.6453,2945941.0653,13.0,3.527,11.3517,6.9875,0.5923,5.9302,0.891
2024/02/14 04:21:12.00,461332.3268,5634451.5859,2945941.0225,13.0,3.527,11.3523,6.9876,0.5937,5.9299,0.8919
2024/02/14 04:21:13.00,461332.3948,5634451.458,2945940.8304,13.0,3.527,11.353,6.9877,0.5951,5.9296,0.8928
2024/02/14 04:21:14.00,461332.4216,5634451.3024,2945940.7878,13.0,3.5269,11.3537,6.9878,0.5965,5.9293,0.8936
2024/02/14 04:21:15.00,461332.4318,5634451.5303,2945940.8476,13.0,3.5269,11.3543,6.9879,0.5979,5.9289,0.8945
2024/02/14 04:21:16.00,461332.4153,5634451.2312,2945940.721,13.0,3.5269,11.355,6.988,0.5993,5.9286,0.8954
2024/02/14 04:21:17.00,461332.3704,5634451.1422,2945940.488,13.0,3.5269,11.3557,6.9881,0.6007,5.9283,0.8962
2024/02/14 04:21:18.00,461332.414,5634451.0049,2945940.4451,13.0,3.5269,11.3563,6.9882,0.6021,5.928,0.8971
2024/02/14 04:21:19.00,461332.3178,5634450.8789,2945940.2563,13.0,3.5269,11.357,6.9883,0.6035,5.9276,0.898
2024/02/14 04:21:20.00,461332.3409,5634450.9138,2945940.3846,13.0,3.5269,11.3577,6.9884,0.6049,5.9273,0.8988
2024/02/14 04:21:21.00,461332.2973,5634450.949,2945940.3365,13.0,3.5268,11.3583,6.9885,0.6063,5.927,0.8997
2024/02/14 04:21:22.00,461332.3823,5634450.7274,2945940.1372,13.0,3.5268,11.359,6.9886,0.6077,5.9267,0.9006
2024/02/14 04:21:23.00,461332.433,5634450.4793,2945939.9955,13.0,3.5268,11.3597,6.9887,0.6091,5.9264,0.9014
2024/02/14 04:21:24.00,461332.5176,5634450.6265,2945939.95,13.0,3.5268,11.3603,6.9888,0.6104,5.926,0.9023
2024/02/14 04:21:25.00,461332.4897,5634450.5403,2945939.8475,13.0,3.5268,11.361,6.9889,0.6118,5.9257,0.9032
2024/02/14 04:21:26.00,461332.5092,5634450.4054,2945939.7788,13.0,3.5268,11.3617,6.989,0.6132,5.9254,0.904
2024/02/14 04:21:27.00,461332.5045,5634450.4954,2945939.9242,13.0,3.5268,11.3623,6.9891,0.6146,5.925,0.9049
2024/02/14 04:21:28.00,461332.5207,5634450.5917,2945940.0017,13.0,3.5267,11.363,6.9892,0.6159,5.9247,0.9057
2024/02/14 04:21:29.00,461332.5165,5634450.2723,2945939.9942,13.0,3.5267,11.3636,6.9893,0.6173,5.9244,0.9066
2024/02/14 04:21:30.00,461332.523,5634450.4132,2945939.9529,13.0,3.5267,11.3643,6.9894,0.6187,5.9241,0.9075
2024/02/14 04:21:31.00,461332.5019,5634450.3587,2945940.0977,13.0,3.5267,11.365,6.9895,0.62,5.9237,0.9083
2024/02/14 04:21:32.00,461332.4336,5634450.4929,2945940.1438,13.0,3.5267,11.3656,6.9896,0.6214,5.9234,0.9092
2024/02/14 04:21:33.00,461332.4639,5634450.6646,2945940.3214,13.0,3.5267,11.3663,6.9897,0.6228,5.9231,0.91
2024/02/14 04:21:34.00,461332.5706,5634450.9878,2945940.4517,13.0,3.5267,11.3669,6.9898,0.6241,5.9227,0.9109
2024/02/14 04:21:35.00,461332.5361,5634451.1517,2945940.584,13.0,3.5266,11.3676,6.9899,0.6255,5.9224,0.9117
2024/02/14 04:21:36.00,461332.444,5634451.3306,2945940.7488,13.0,3.5266,11.3683,6.99,0.6268,5.9221,0.9126
2024/02/14 04:21:37.00,461332.4635,5634451.5489,2945940.836,13.0,3.5266,11.3689,6.9901,0.6282,5.9217,0.9135
2024/02/14 04:21:38.00,461332.4913,5634451.8057,2945940.9747,13.0,3.5266,11.3696,6.9902,0.6295,5.9214,0.9143
2024/02/14 04:21:39.00,461332.4854,5634451.9159,2945940.9885,13.0,3.5266,11.3703,6.9903,0.6309,5.9211,0.9152
2024/02/14 04:21:40.00,461332.4946,5634451.83,2945941.1071,13.0,3.5266,11.3709,6.9904,0.6322,5.9207,0.916
2024/02/14 04:21:41.00,461332.5079,5634451.7459,2945940.9897,13.0,3.5266,11.3716,6.9905,0.6335,5.9204,0.9169
2024/02/14 04:21:42.00,461332.4656,5634451.7972,2945941.0841,13.0,3.5265,11.3722,6.9906,0.6349,5.9201,0.9177
2024/02/14 04:21:43.00,461332.4978,5634451.693,2945940.9611,13.0,3.5265,11.3729,6.9907,0.6362,5.9197,0.9186
2024/02/14 04:21:44.00,461332.4523,5634451.6254,2945940.9363,13.0,3.5265,11.3736,6.9908,0.6375,5.9194,0.9194
2024/02/14 04:21:45.00,461332.6085,5634451.8868,2945940.835,13.0,3.5265,11.3742,6.9909,0.6389,5.9191,0.9203
2024/02/14 04:21:46.00,461332.6805,5634451.9076,2945940.5996,13.0,3.5265,11.3749,6.991,0.6402,5.9187,0.9211
2024/02/14 04:21:47.00,461332.7495,5634451.9153,2945940.942,13.0,3.5265,11.3755,6.9911,0.6415,5.9184,0.922
2024/02/14 04:21:48.00,461332.7789,5634451.2991,2945940.1941,13.0,3.5265,11.3762,6.9912,0.6428,5.918,0.9228
2024/02/14 04:21:49.00,461332.6496,5634451.1105,2945940.1631,13.0,3.5264,11.3768,6.9913,0.6442,5.9177,0.9237
2024/02/14 04:21:50.00,461332.6581,5634451.2108,2945940.2563,13.0,3.5264,11.3775,6.9914,0.6455,5.9174,0.9245
2024/02/14 04:21:51.00,461332.5672,5634451.3431,2945940.4626,13.0,3.5264,11.3782,6.9915,0.6468,5.917,0.9253
2024/02/14 04:21:52.00,461332.6327,5634451.3292,2945940.4395,13.0,3.5264,11.3788,6.9916,0.6481,5.9167,0.9262
2024/02/14 04:21:53.00,461332.6172,5634451.5377,2945940.65,13.0,3.5264,11.3795,6.9917,0.6494,5.9163,0.927
2024/02/14 04:21:54.00,461332.6656,5634451.7615,2945940.651,13.0,3.5264,11.3801,6.9917,0.6507,5.916,0.9279
2024/02/14 04:21:55.00,461332.6321,5634451.7307,2945940.7402,13.0,3.5264,11.3808,6.9918,0.652,5.9156,0.9287
2024/02/14 04:21:56.00,461332.6982,5634451.7671,2945940.7269,13.0,3.5263,11.3814,6.9919,0.6533,5.9153,0.9296
2024/02/14 04:21:57.00,461332.6636,5634451.8479,2945940.8209,13.0,3.5263,11.3821,6.992,0.6546,5.915,0.9304
2024/02/14 04:21:58.00,461332.725,5634451.8329,2945940.7714,13.0,3.5263,11.3828,6.9921,0.6559,5.9146,0.9313
2024/02/14 04:21:59.00,461332.7269,5634451.8063,2945940.7246,13.0,3.5263,11.3834,6.9922,0.6572,5.9143,0.9321
2024/02/14 04:22:00.00,461332.6648,5634451.7077,2945940.7875,13.0,3.5263,11.3841,6.9923,0.6585,5.9139,0.9329
2024/02/14 04:22:01.00,461332.6895,5634451.591,2945940.6132,13.0,3.5263,11.3847,6.9924,0.6598,5.9136,0.9338
2024/02/14 04:22:02.00,461332.6606,5634451.4412,2945940.6544,13.0,3.5263,11.3854,6.9925,0.6611,5.9132,0.9346
2024/02/14 04:22:03.00,461332.7052,5634451.2488,2945940.4176,13.0,3.5263,11.386,6.9926,0.6624,5.9129,0.9354
2024/02/14 04:22:04.00,461332.7554,5634451.1498,2945940.4532,13.0,3.5262,11.3867,6.9927,0.6637,5.9125,0.9363
2024/02/14 04:22:05.00,461332.7576,5634451.2377,2945940.3521,13.0,3.5262,11.3873,6.9927,0.665,5.9122,0.9371
2024/02/14 04:22:06.00,461332.706,5634451.2775,2945940.2109,13.0,3.5262,11.388,6.9928,0.6662,5.9118,0.938
2024/02/14 04:22:07.00,461332.6983,5634451.0114,2945940.1283,13.0,3.5262,11.3887,6.9929,0.6675,5.9115,0.9388
2024/02/14 04:22:08.00,461332.6857,5634450.8437,2945939.9413,13.0,3.5262,11.3893,6.993,0.6688,5.9111,0.9396
2024/02/14 04:22:09.00,461332.7066,5634450.8695,2945939.8482,13.0,3.5262,11.39,6.9931,0.6701,5.9108,0.9405
2024/02/14 04:22:10.00,461332.7205,5634451.0158,2945939.8605,13.0,3.5262,11.3906,6.9932,0.6713,5.9104,0.9413
2024/02/14 04:22:11.00,461332.6903,5634450.992,2945939.9791,13.0,3.5261,11.3913,6.9933,0.6726,5.9101,0.9421
2024/02/14 04:22:12.00,461332.7154,5634451.1411,2945940.0287,13.0,3.5261,11.3919,6.9934,0.6739,5.9097,0.943
2024/02/14 04:22:13.00,461332.6359,5634451.1118,2945940.1073,13.0,3.5261,11.3926,6.9935,0.6751,5.9094,0.9438
2024/02/14 04:22:14.00,461332.7183,5634451.1261,2945940.1669,13.0,3.5261,11.3932,6.9935,0.6764,5.909,0.9446
2024/02/14 04:22:15.00,461332.6324,5634451.0308,2945940.2897,13.0,3.5261,11.3939,6.9936,0.6777,5.9087,0.9455
2024/02/14 04:22:16.00,461332.6436,5634450.8985,2945940.3313,13.0,3.5261,11.3945,6.9937,0.6789,5.9083,0.9463
2024/02/14 04:22:17.00,461332.6582,5634450.8457,2945940.3677,13.0,3.5261,11.3952,6.9938,0.6802,5.9079,0.9471
2024/02/14 04:22:18.00,461332.6153,5634450.826,2945940.5078,13.0,3.5261,11.3958,6.9939,0.6815,5.9076,0.9479
2024/02/14 04:22:19.00,461332.6059,5634450.9064,2945940.6097,13.0,3.526,11.3965,6.994,0.6827,5.9072,0.9488
2024/02/14 04:22:20.00,461332.5291,5634451.254,2945941.0012,13.0,3.526,11.3971,6.9941,0.684,5.9069,0.9496
2024/02/14 04:22:21.00,461332.5527,5634451.5453,2945941.1516,13.0,3.526,11.3978,6.9941,0.6852,5.9065,0.9504
2024/02/14 04:22:22.00,461332.5722,5634451.5168,2945941.254,13.0,3.526,11.3984,6.9942,0.6865,5.9062,0.9513
2024/02/14 04:22:23.00,461332.5541,5634451.5277,2945941.2037,13.0,3.526,11.3991,6.9943,0.6877,5.9058,0.9521
2024/02/14 04:22:24.00,461332.5838,5634451.4525,2945941.2518,13.0,3.526,11.3997,6.9944,0.689,5.9054,0.9529
2024/02/14 04:22:25.00,461332.5346,5634451.3698,2945941.1522,13.0,3.526,11.4004,6.9945,0.6902,5.9051,0.9537
2024/02/14 04:22:26.00,461332.5477,5634451.1259,2945941.022,13.0,3.526,11.401,6.9946,0.6914,5.9047,0.9546
2024/02/14 04:22:27.00,461332.6093,5634451.0075,2945940.9089,13.0,3.5259,11.4017,6.9946,0.6927,5.9044,0.9554
2024/02/14 04:22:28.00,461332.7184,5634450.8079,2945940.812,13.0,3.5259,11.4023,6.9947,0.6939,5.904,0.9562
2024/02/14 04:22:29.00,461332.7545,5634450.6501,2945940.6851,13.0,3.5259,11.403,6.9948,0.6951,5.9036,0.957
2024/02/14 04:22:30.00,461332.777,5634450.3496,2945940.3877,13.0,3.5259,11.4036,6.9949,0.6964,5.9033,0.9578
2024/02/14 04:22:31.00,461332.742,5634450.447,2945940.4879,13.0,3.5259,11.4043,6.995,0.6976,5.9029,0.9587
2024/02/14 04:22:32.00,461332.7449,5634450.66,2945940.4369,13.0,3.5259,11.4049,6.9951,0.6988,5.9025,0.9595
2024/02/14 04:22:33.00,461332.7291,5634450.8981,2945940.5327,13.0,3.5259,11.4056,6.9951,0.7001,5.9022,0.9603
2024/02/14 04:22:34.00,461332.7386,5634450.9138,2945940.5885,13.0,3.5259,11.4062,6.9952,0.7013,5.9018,0.9611
2024/02/14 04:22:35.00,461332.7019,5634450.974,2945940.8448,13.0,3.5258,11.4069,6.9953,0.7025,5.9014,0.9619
2024/02/14 04:22:36.00,461332.7156,5634451.3421,2945941.1403,13.0,3.5258,11.4075,6.9954,0.7037,5.9011,0.9628
2024/02/14 04:22:37.00,461332.6796,5634451.4681,2945941.2839,13.0,3.5258,11.4082,6.9955,0.705,5.9007,0.9636
2024/02/14 04:22:38.00,461332.682,5634451.7423,2945941.4167,13.0,3.5258,11.4088,6.9955,0.7062,5.9003,0.9644
2024/02/14 04:22:39.00,461332.7233,5634451.6127,2945941.2584,13.0,3.5258,11.4095,6.9956,0.7074,5.9,0.9652
2024/02/14 04:22:40.00,461332.6963,5634451.4944,2945941.2548,13.0,3.5258,11.4101,6.9957,0.7086,5.8996,0.966
2024/02/14 04:22:41.00,461332.6695,5634451.41,2945941.0813,13.0,3.5258,11.4108,6.9958,0.7098,5.8992,0.9669
2024/02/14 04:22:42.00,461332.6084,5634451.1513,2945940.8132,13.0,3.5258,11.4114,6.9958,0.711,5.8989,0.9677
2024/02/14 04:22:43.00,461332.6237,5634450.9449,2945940.6069,13.0,3.5257,11.4121,6.9959,0.7123,5.8985,0.9685
2024/02/14 04:22:44.00,461332.6571,5634451.0235,2945940.5419,13.0,3.5257,11.4127,6.996,0.7135,5.8981,0.9693
2024/02/14 04:22:45.00,461332.5937,5634451.1576,2945940.7277,13.0,3.5257,11.4134,6.9961,0.7147,5.8978,0.9701
2024/02/14 04:22:46.00,461332.6114,5634451.3851,2945940.6664,13.0,3.5257,11.414,6.9962,0.7159,5.8974,0.9709
2024/02/14 04:22:47.00,461332.6444,5634451.4405,2945940.8433,13.0,3.5257,11.4146,6.9962,0.7171,5.897,0.9717
2024/02/14 04:22:48.00,461332.6328,5634451.5456,2945941.0951,13.0,3.5257,11.4153,6.9963,0.7183,5.8966,0.9725
2024/02/14 04:22:49.00,461332.6009,5634451.4971,2945941.1792,13.0,3.5257,11.4159,6.9964,0.7195,5.8963,0.9734
2024/02/14 04:22:50.00,461332.6,5634451.3694,2945941.0583,13.0,3.5257,11.4166,6.9965,0.7207,5.8959,0.9742
2024/02/14 04:22:51.00,461332.6294,5634451.275,2945941.0389,13.0,3.5256,11.4172,6.9965,0.7219,5.8955,0.975
2024/02/14 04:22:52.00,461332.6576,5634451.0976,2945940.9343,13.0,3.5256,11.4179,6.9966,0.7231,5.8951,0.9758
