Column_0,Column_1,Column_2,Column_3,Column_5,Column_6,Column_7,Column_8
2024/02/14 04:47:52.00,27.666551009,85.331868204,1284.9386,19.0,2.9645,3.0008,7.2766
2024/02/14 04:47:53.00,27.666557854,85.331872805,1284.8779,19.0,2.9645,3.0009,7.277
2024/02/14 04:47:54.00,27.666567077,85.331891297,1287.1002,19.0,2.9644,3.001,7.2774
2024/02/14 04:47:55.00,27.66657378,85.331892671,1286.3291,19.0,2.9644,3.0011,7.2778
2024/02/14 04:47:56.00,27.666584657,85.331938231,1293.1972,18.0,2.9876,4.399,9.1867
2024/02/14 04:47:57.00,27.666588698,85.331941676,1293.1842,18.0,2.9875,4.3992,9.187
2024/02/14 04:47:58.00,27.666588987,85.33194222,1293.0783,18.0,2.9874,4.3994,9.1872
2024/02/14 04:47:59.00,27.666588438,85.331942404,1293.189,18.0,2.9873,4.3995,9.1875
2024/02/14 04:48:00.00,27.666588306,85.331942762,1293.1861,18.0,2.9872,4.3997,9.1878
2024/02/14 04:48:01.00,27.666588048,85.331943215,1293.2661,18.0,2.9871,4.3999,9.1881
2024/02/14 04:48:02.00,27.66658804,85.331943399,1293.2478,18.0,2.9871,4.4001,9.1883
2024/02/14 04:48:03.00,27.666582534,85.33188809,1283.7074,19.0,2.9639,3.0019,7.2808
2024/02/14 04:48:04.00,27.666584059,85.331901548,1285.9563,19.0,2.9639,3.002,7.2812
2024/02/14 04:48:05.00,27.66658532,85.331911991,1287.8354,19.0,2.9638,3.0021,7.2816
2024/02/14 04:48:06.00,27.666586653,85.331922982,1289.7491,19.0,2.9638,3.0022,7.2819
2024/02/14 04:48:07.00,27.666587979,85.331935034,1291.837,19.0,2.9637,3.0023,7.2823
2024/02/14 04:48:08.00,27.666588403,85.331942322,1293.1828,19.0,2.9637,3.0024,7.2827
2024/02/14 04:48:09.00,27.666588722,85.331945617,1293.7385,19.0,2.9636,3.0025,7.283
2024/02/14 04:48:10.00,27.666589378,85.331952331,1294.8447,19.0,2.9636,3.0026,7.2834
2024/02/14 04:48:11.00,27.66658831,85.331940364,1292.8008,19.0,2.9635,3.0027,7.2838
2024/02/14 04:48:12.00,27.666588292,85.33193774,1292.3084,19.0,2.9634,3.0029,7.2842
2024/02/14 04:48:13.00,27.66658829,85.3319398,1292.7688,19.0,2.9634,3.003,7.2845
2024/02/14 04:48:14.00,27.666589079,85.331943882,1293.44,19.0,2.9633,3.0031,7.2849
2024/02/14 04:48:15.00,27.666588889,85.331938608,1292.5631,19.0,2.9633,3.0032,7.2853
2024/02/14 04:48:16.00,27.666589022,85.331938531,1292.4834,19.0,2.9632,3.0033,7.2857
2024/02/14 04:48:17.00,27.666589262,85.331936814,1292.0746,19.0,2.9632,3.0034,7.286
2024/02/14 04:48:18.00,27.666589908,85.331937841,1292.2056,19.0,2.9631,3.0035,7.2864
2024/02/14 04:48:19.00,27.666590079,85.331938613,1292.2668,19.0,2.9631,3.0036,7.2868
2024/02/14 04:48:20.00,27.666590637,85.331938897,1292.3369,19.0,2.963,3.0037,7.2871
2024/02/14 04:48:21.00,27.666590673,85.331938882,1292.3529,19.0,2.963,3.0038,7.2875
2024/02/14 04:48:22.00,27.666590304,85.331939309,1292.4705,19.0,2.9629,3.0039,7.2879
2024/02/14 04:48:23.00,27.666590185,85.331938808,1292.3632,19.0,2.9629,3.004,7.2883
2024/02/14 04:48:24.00,27.666590358,85.331938129,1292.1822,19.0,2.9628,3.0041,7.2886
2024/02/14 04:48:25.00,27.666590335,85.331937905,1292.0883,19.0,2.9628,3.0042,7.289
2024/02/14 04:48:26.00,27.666590173,85.331937506,1292.0041,19.0,2.9627,3.0043,7.2894
2024/02/14 04:48:27.00,27.666590515,85.331936962,1291.9704,19.0,2.9626,3.0044,7.2897
2024/02/14 04:48:28.00,27.666590587,85.331935756,1291.705,19.0,2.9626,3.0045,7.2901
2024/02/14 04:48:29.00,27.666590735,85.331935433,1291.5556,19.0,2.9625,3.0046,7.2905
2024/02/14 04:48:30.00,27.666590559,85.331935076,1291.4272,19.0,2.9625,3.0047,7.2908
2024/02/14 04:48:31.00,27.666590612,85.331934852,1291.3331,19.0,2.9624,3.0048,7.2912
2024/02/14 04:48:32.00,27.666590556,85.331934263,1291.1813,19.0,2.9624,3.0049,7.2916
2024/02/14 04:48:33.00,27.666590452,85.331934079,1291.0925,19.0,2.9623,3.005,7.2919
2024/02/14 04:48:34.00,27.66659033,85.331933699,1290.9467,19.0,2.9623,3.0051,7.2923
2024/02/14 04:48:35.00,27.66659025,85.331933256,1290.8915,19.0,2.9622,3.0052,7.2927
2024/02/14 04:48:36.00,27.666590208,85.33193186,1290.6648,19.0,2.9622,3.0053,7.293
2024/02/14 04:48:37.00,27.666590604,85.331930656,1290.5032,19.0,2.9621,3.0054,7.2934
2024/02/14 04:48:38.00,27.666590855,85.331928937,1290.2287,19.0,2.9621,3.0055,7.2937
2024/02/14 04:48:39.00,27.666590508,85.331928429,1290.0904,19.0,2.962,3.0056,7.2941
2024/02/14 04:48:40.00,27.666589875,85.331928191,1290.022,19.0,2.962,3.0057,7.2945
2024/02/14 04:48:41.00,27.666589387,85.331927717,1289.9439,19.0,2.9619,3.0059,7.2948
2024/02/14 04:48:42.00,27.666588915,85.331927949,1290.0359,19.0,2.9619,3.006,7.2952
2024/02/14 04:48:43.00,27.666588326,85.331927438,1289.895,19.0,2.9618,3.0061,7.2956
2024/02/14 04:48:44.00,27.666587598,85.331926546,1289.7639,19.0,2.9618,3.0062,7.2959
2024/02/14 04:48:45.00,27.666587083,85.331925442,1289.49,19.0,2.9617,3.0063,7.2963
2024/02/14 04:48:46.00,27.666586714,85.331924507,1289.2542,19.0,2.9616,3.0064,7.2966
2024/02/14 04:48:47.00,27.666586098,85.331923788,1289.1854,19.0,2.9616,3.0065,7.297
2024/02/14 04:48:48.00,27.666585348,85.331922825,1289.1852,19.0,2.9615,3.0066,7.2974
2024/02/14 04:48:49.00,27.666585154,85.331922603,1289.2164,19.0,2.9615,3.0067,7.2977
2024/02/14 04:48:50.00,27.666584425,85.331922365,1289.2113,19.0,2.9614,3.0068,7.2981
2024/02/14 04:48:51.00,27.666583492,85.331922621,1289.3224,19.0,2.9614,3.0069,7.2984
2024/02/14 04:48:52.00,27.666583176,85.331922434,1289.2891,19.0,2.9613,3.007,7.2988
2024/02/14 04:48:53.00,27.66658242,85.331922514,1289.3094,19.0,2.9613,3.0071,7.2992
2024/02/14 04:48:54.00,27.666582101,85.331922561,1289.3621,19.0,2.9612,3.0072,7.2995
2024/02/14 04:48:55.00,27.666581788,85.331922737,1289.4239,19.0,2.9612,3.0073,7.2999
2024/02/14 04:48:56.00,27.66658108,85.331922751,1289.4652,19.0,2.9611,3.0074,7.3002
2024/02/14 04:48:57.00,27.66658048,85.331922683,1289.5174,19.0,2.9611,3.0075,7.3006
2024/02/14 04:48:58.00,27.666595603,85.331888761,1283.0851,20.0,2.868,2.6395,6.7494
2024/02/14 04:48:59.00,27.666585105,85.33191211,1287.4919,20.0,2.8679,2.6396,6.7499
2024/02/14 04:49:00.00,27.66658381,85.331915152,1288.0844,20.0,2.8678,2.6397,6.7503
2024/02/14 04:49:01.00,27.66658263,85.331917631,1288.7018,20.0,2.8678,2.6397,6.7508
2024/02/14 04:49:02.00,27.666582265,85.331918857,1288.9682,20.0,2.8677,2.6398,6.7513
2024/02/14 04:49:03.00,27.666580478,85.331922051,1289.6718,20.0,2.8677,2.6399,6.7518
2024/02/14 04:49:04.00,27.66657935,85.331925261,1290.3038,20.0,2.8676,2.64,6.7522
2024/02/14 04:49:05.00,27.666579016,85.331926144,1290.5549,20.0,2.8675,2.6401,6.7527
2024/02/14 04:49:06.00,27.666579331,85.33192673,1290.4864,20.0,2.8675,2.6401,6.7532
2024/02/14 04:49:07.00,27.666579174,85.331927628,1290.7421,20.0,2.8674,2.6402,6.7537
2024/02/14 04:49:08.00,27.666579015,85.331928467,1290.8212,20.0,2.8674,2.6403,6.7542
2024/02/14 04:49:09.00,27.666578884,85.331929341,1291.0327,20.0,2.8673,2.6404,6.7546
2024/02/14 04:49:10.00,27.666578607,85.331929979,1291.1122,20.0,2.8672,2.6405,6.7551
2024/02/14 04:49:11.00,27.666578341,85.331929782,1291.0981,20.0,2.8672,2.6405,6.7556
2024/02/14 04:49:12.00,27.66657799,85.331929685,1291.2206,20.0,2.8671,2.6406,6.7561
2024/02/14 04:49:13.00,27.666578079,85.331929297,1291.2538,20.0,2.8671,2.6407,6.7565
2024/02/14 04:49:14.00,27.666577915,85.331928817,1291.3636,20.0,2.867,2.6408,6.757
2024/02/14 04:49:15.00,27.666577969,85.331928398,1291.445,20.0,2.8669,2.6409,6.7575
2024/02/14 04:49:16.00,27.666578159,85.331927528,1291.4409,20.0,2.8669,2.6409,6.758
2024/02/14 04:49:17.00,27.666578404,85.331927368,1291.4034,20.0,2.8668,2.641,6.7584
2024/02/14 04:49:18.00,27.666578336,85.331926805,1291.3224,20.0,2.8668,2.6411,6.7589
2024/02/14 04:49:19.00,27.666578571,85.331926669,1291.2362,20.0,2.8667,2.6412,6.7594
2024/02/14 04:49:20.00,27.666578938,85.331926965,1291.4281,20.0,2.8667,2.6413,6.7598
2024/02/14 04:49:21.00,27.666578607,85.331926934,1291.4674,20.0,2.8666,2.6413,6.7603
2024/02/14 04:49:22.00,27.666578795,85.331926875,1291.4916,20.0,2.8665,2.6414,6.7608
2024/02/14 04:49:23.00,27.666578794,85.331926544,1291.3841,20.0,2.8665,2.6415,6.7613
2024/02/14 04:49:24.00,27.666578624,85.331925636,1291.1201,20.0,2.8664,2.6416,6.7617
2024/02/14 04:49:25.00,27.666578914,85.331925321,1291.1191,20.0,2.8664,2.6417,6.7622
2024/02/14 04:49:26.00,27.66657912,85.331925652,1291.0799,20.0,2.8663,2.6417,6.7627
2024/02/14 04:49:27.00,27.666578588,85.331925095,1290.9329,20.0,2.8662,2.6418,6.7632
2024/02/14 04:49:28.00,27.666579095,85.331924634,1290.8537,20.0,2.8662,2.6419,6.7636
2024/02/14 04:49:29.00,27.666579297,85.33192485,1290.8913,20.0,2.8661,2.642,6.7641
2024/02/14 04:49:30.00,27.666579977,85.331925345,1290.8659,20.0,2.8661,2.6421,6.7646
2024/02/14 04:49:31.00,27.666580439,85.331925098,1290.73,20.0,2.866,2.6421,6.765
2024/02/14 04:49:32.00,27.666580685,85.33192592,1290.7122,20.0,2.8659,2.6422,6.7655
2024/02/14 04:49:33.00,27.666580879,85.331925873,1290.6713,20.0,2.8659,2.6423,6.766
2024/02/14 04:49:34.00,27.666581427,85.331926056,1290.6276,20.0,2.8658,2.6424,6.7664
2024/02/14 04:49:35.00,27.666581898,85.331925817,1290.5277,20.0,2.8658,2.6425,6.7669
2024/02/14 04:49:36.00,27.666582156,85.331925957,1290.6242,20.0,2.8657,2.6426,6.7674
2024/02/14 04:49:37.00,27.66658275,85.331926662,1290.6576,20.0,2.8656,2.6426,6.7679
2024/02/14 04:49:38.00,27.666582973,85.331926308,1290.5594,20.0,2.8656,2.6427,6.7683
2024/02/14 04:49:39.00,27.666583248,85.331926773,1290.5271,20.0,2.8655,2.6428,6.7688
2024/02/14 04:49:40.00,27.66658596,85.33193337,1291.4628,19.0,2.9506,3.2204,7.4173
2024/02/14 04:49:41.00,27.666586732,85.331932977,1291.2805,19.0,2.9505,3.2205,7.4178
2024/02/14 04:49:42.00,27.66658728,85.331933356,1291.2661,19.0,2.9503,3.2207,7.4182
2024/02/14 04:49:43.00,27.6665878,85.331933118,1291.1307,19.0,2.9502,3.2208,7.4187
2024/02/14 04:49:44.00,27.666588163,85.331933185,1291.1188,19.0,2.9501,3.221,7.4192
2024/02/14 04:49:45.00,27.66658858,85.33193367,1291.1095,19.0,2.95,3.2211,7.4197
2024/02/14 04:49:46.00,27.666589018,85.331933742,1291.0753,19.0,2.9499,3.2213,7.4202
2024/02/14 04:49:47.00,27.666589545,85.331933624,1291.1001,19.0,2.9498,3.2214,7.4207
2024/02/14 04:49:48.00,27.666590674,85.331933547,1290.9598,19.0,2.9497,3.2215,7.4211
2024/02/14 04:49:49.00,27.666577011,85.331892077,1284.0988,20.0,2.8649,2.6436,6.7735
2024/02/14 04:49:50.00,27.666578486,85.331896722,1284.7311,20.0,2.8649,2.6437,6.7739
2024/02/14 04:49:51.00,27.666580174,85.331900734,1285.3026,20.0,2.8648,2.6438,6.7744
2024/02/14 04:49:52.00,27.666578551,85.331895165,1284.3347,20.0,2.8647,2.6438,6.7749
2024/02/14 04:49:53.00,27.666580109,85.331897174,1284.6413,20.0,2.8647,2.6439,6.7753
2024/02/14 04:49:54.00,27.666580942,85.331897854,1284.7804,20.0,2.8646,2.644,6.7758
2024/02/14 04:49:55.00,27.666580227,85.33189571,1284.4012,20.0,2.8646,2.6441,6.7762
2024/02/14 04:49:56.00,27.666581819,85.331899711,1285.0628,20.0,2.8645,2.6442,6.7767
2024/02/14 04:49:57.00,27.666583532,85.331904439,1285.8038,20.0,2.8645,2.6443,6.7772
2024/02/14 04:49:58.00,27.666583518,85.331903969,1285.6784,20.0,2.8644,2.6443,6.7776
2024/02/14 04:49:59.00,27.666584719,85.331907699,1286.3503,20.0,2.8643,2.6444,6.7781
2024/02/14 04:50:00.00,27.666581794,85.331899931,1285.0632,20.0,2.8643,2.6445,6.7786
2024/02/14 04:50:01.00,27.666580102,85.33189555,1284.3712,20.0,2.8642,2.6446,6.779
2024/02/14 04:50:02.00,27.666578753,85.331891637,1283.7616,20.0,2.8642,2.6447,6.7795
2024/02/14 04:50:03.00,27.666577647,85.331887833,1283.1412,20.0,2.8641,2.6447,6.7799
2024/02/14 04:50:04.00,27.666578933,85.331890942,1283.7357,20.0,2.864,2.6448,6.7804
2024/02/14 04:50:05.00,27.666581112,85.331897281,1284.6603,20.0,2.864,2.6449,6.7809
2024/02/14 04:50:06.00,27.666582326,85.331900881,1285.2423,20.0,2.8639,2.645,6.7813
2024/02/14 04:50:07.00,27.666582253,85.331900361,1285.195,20.0,2.8639,2.6451,6.7818
2024/02/14 04:50:08.00,27.666582097,85.33189997,1285.1335,20.0,2.8638,2.6451,6.7823
2024/02/14 04:50:09.00,27.666580542,85.331896316,1284.5551,20.0,2.8637,2.6452,6.7827
2024/02/14 04:50:10.00,27.666575814,85.331903238,1285.9189,20.0,2.8637,2.6453,6.7832
2024/02/14 04:50:11.00,27.666572213,85.331901048,1285.6949,20.0,2.8636,2.6454,6.7836
2024/02/14 04:50:12.00,27.666571254,85.331902297,1286.5565,19.0,3.0305,2.6826,7.0533
2024/02/14 04:50:13.00,27.66656955,85.331911362,1288.2601,19.0,3.0304,2.6826,7.0539
2024/02/14 04:50:14.00,27.666566782,85.331913716,1288.8689,19.0,3.0304,2.6827,7.0545
2024/02/14 04:50:15.00,27.666564232,85.331926127,1291.112,19.0,3.0303,2.6827,7.055
2024/02/14 04:50:16.00,27.666561963,85.331927622,1291.5689,19.0,3.0302,2.6827,7.0556
2024/02/14 04:50:17.00,27.666562732,85.33194165,1293.9749,19.0,3.0302,2.6828,7.0561
2024/02/14 04:50:18.00,27.666562074,85.33195291,1296.0599,19.0,3.0301,2.6828,7.0567
2024/02/14 04:50:19.00,27.666562204,85.331963715,1297.9226,19.0,3.03,2.6829,7.0573
2024/02/14 04:50:20.00,27.666583815,85.331932004,1291.0419,18.0,3.1474,3.0296,7.6659
2024/02/14 04:50:21.00,27.666584182,85.33193897,1292.2032,18.0,3.1473,3.0297,7.6664
2024/02/14 04:50:22.00,27.666583958,85.331941622,1292.7999,18.0,3.1473,3.0297,7.6668
2024/02/14 04:50:23.00,27.666583481,85.331943717,1293.0331,18.0,3.1472,3.0298,7.6673
2024/02/14 04:50:24.00,27.666582269,85.331941067,1292.7536,18.0,3.1472,3.0299,7.6678
2024/02/14 04:50:25.00,27.666580974,85.331939388,1292.56,18.0,3.1471,3.03,7.6682
2024/02/14 04:50:26.00,27.666579523,85.331930492,1291.0714,18.0,3.1471,3.03,7.6687
2024/02/14 04:50:27.00,27.666578932,85.331927669,1290.7023,18.0,3.1471,3.0301,7.6691
2024/02/14 04:50:28.00,27.666577705,85.331924557,1290.296,18.0,3.147,3.0302,7.6696
2024/02/14 04:50:29.00,27.666576342,85.331917016,1289.1707,18.0,3.147,3.0302,7.6701
2024/02/14 04:50:30.00,27.666574885,85.331909333,1287.9653,18.0,3.1469,3.0303,7.6705
2024/02/14 04:50:31.00,27.666574423,85.331908508,1287.9046,18.0,3.1469,3.0304,7.671
2024/02/14 04:50:32.00,27.666572823,85.331902404,1286.8667,18.0,3.1468,3.0305,7.6715
2024/02/14 04:50:33.00,27.666571889,85.331893264,1285.3546,18.0,3.1468,3.0305,7.6719
2024/02/14 04:50:34.00,27.666570558,85.331885048,1283.9857,18.0,3.1467,3.0306,7.6724
2024/02/14 04:50:35.00,27.666570029,85.331883444,1283.8453,18.0,3.1467,3.0307,7.6728
2024/02/14 04:50:36.00,27.666569392,85.331884382,1284.2452,18.0,3.1466,3.0308,7.6733
2024/02/14 04:50:37.00,27.666569858,85.331893646,1285.9659,18.0,3.1466,3.0308,7.6737
2024/02/14 04:50:38.00,27.666569416,85.331893819,1285.8951,18.0,3.1465,3.0309,7.6742
2024/02/14 04:50:39.00,27.66656956,85.331903052,1287.5584,18.0,3.1465,3.031,7.6747
2024/02/14 04:50:40.00,27.666581133,85.331883498,1283.539,19.0,3.0286,2.6837,7.069
2024/02/14 04:50:41.00,27.666581732,85.33189444,1285.35,19.0,3.0285,2.6838,7.0695
2024/02/14 04:50:42.00,27.666583451,85.33190274,1286.7005,19.0,3.0285,2.6838,7.0701
2024/02/14 04:50:43.00,27.666583846,85.331902699,1286.7577,19.0,3.0284,2.6838,7.0706
2024/02/14 04:50:44.00,27.666581281,85.331902674,1286.9651,19.0,3.0283,2.6839,7.0712
2024/02/14 04:50:45.00,27.666581641,85.33190428,1287.3049,19.0,3.0283,2.6839,7.0717
2024/02/14 04:50:46.00,27.666581558,85.331902135,1286.9652,19.0,3.0282,2.684,7.0723
2024/02/14 04:50:47.00,27.666580771,85.331905127,1287.6883,19.0,3.0281,2.684,7.0729
2024/02/14 04:50:48.00,27.666578844,85.331907755,1288.4308,19.0,3.0281,2.6841,7.0734
2024/02/14 04:50:49.00,27.666577704,85.3319139,1289.6652,19.0,3.028,2.6841,7.074
2024/02/14 04:50:50.00,27.666577479,85.331915982,1290.0661,19.0,3.0279,2.6841,7.0745
2024/02/14 04:50:51.00,27.66657526,85.331910027,1289.2031,19.0,3.0279,2.6842,7.0751
2024/02/14 04:50:52.00,27.666574306,85.331908076,1288.9236,19.0,3.0278,2.6842,7.0756
2024/02/14 04:50:53.00,27.666573745,85.331898984,1287.3481,19.0,3.0277,2.6843,7.0762
2024/02/14 04:50:54.00,27.666575443,85.331891972,1286.0548,19.0,3.0277,2.6843,7.0767
2024/02/14 04:50:55.00,27.666576157,85.331882226,1284.4066,19.0,3.0276,2.6844,7.0773
2024/02/14 04:50:56.00,27.666573881,85.331882506,1284.6401,19.0,3.0275,2.6844,7.0778
2024/02/14 04:50:57.00,27.666572733,85.331877141,1283.6685,19.0,3.0275,2.6844,7.0784
2024/02/14 04:50:58.00,27.666575167,85.331879792,1283.9044,19.0,3.0274,2.6845,7.0789
2024/02/14 04:50:59.00,27.666572558,85.331877382,1283.4279,19.0,3.0273,2.6845,7.0795
2024/02/14 04:51:00.00,27.666572024,85.331871698,1282.4139,19.0,3.0273,2.6846,7.08
2024/02/14 04:51:01.00,27.666577318,85.331878844,1283.2185,19.0,3.0272,2.6846,7.0806
2024/02/14 04:51:02.00,27.666580085,85.331882078,1283.4478,19.0,3.0271,2.6847,7.0811
2024/02/14 04:51:03.00,27.666579493,85.331883839,1283.6043,19.0,3.0271,2.6847,7.0817
2024/02/14 04:51:04.00,27.666581483,85.33188822,1284.1225,19.0,3.027,2.6847,7.0822
2024/02/14 04:51:05.00,27.666579691,85.331888526,1284.2871,19.0,3.0269,2.6848,7.0828
2024/02/14 04:51:06.00,27.666576993,85.331886612,1284.0783,19.0,3.0269,2.6848,7.0833
2024/02/14 04:51:07.00,27.666575657,85.331889314,1284.6136,19.0,3.0268,2.6849,7.0839
2024/02/14 04:51:08.00,27.666575658,85.331893157,1285.1421,19.0,3.0267,2.6849,7.0844
2024/02/14 04:51:09.00,27.666573712,85.331893459,1285.1416,19.0,3.0267,2.685,7.085
2024/02/14 04:51:10.00,27.666572844,85.331899454,1286.0693,19.0,3.0266,2.685,7.0855
2024/02/14 04:51:11.00,27.666570641,85.331902989,1286.712,19.0,3.0265,2.685,7.0861
2024/02/14 04:51:12.00,27.666571127,85.331902906,1286.5683,19.0,3.0265,2.6851,7.0866
2024/02/14 04:51:13.00,27.666570934,85.331903689,1286.6031,19.0,3.0264,2.6851,7.0872
2024/02/14 04:51:14.00,27.66657278,85.331901358,1285.9532,19.0,3.0263,2.6852,7.0877
2024/02/14 04:51:15.00,27.66657242,85.331902053,1286.0679,19.0,3.0263,2.6852,7.0883
2024/02/14 04:51:16.00,27.666573609,85.331900569,1285.6184,19.0,3.0262,2.6853,7.0888
2024/02/14 04:51:17.00,27.666574633,85.331898699,1285.1077,19.0,3.0261,2.6853,7.0894
2024/02/14 04:51:18.00,27.666574465,85.331898008,1284.9356,19.0,3.0261,2.6853,7.0899
2024/02/14 04:51:19.00,27.666578448,85.331890108,1283.3233,19.0,3.026,2.6854,7.0905
2024/02/14 04:51:20.00,27.666578397,85.331890049,1283.2088,19.0,3.0259,2.6854,7.091
2024/02/14 04:51:21.00,27.66657886,85.331888488,1282.7285,19.0,3.0259,2.6855,7.0916
2024/02/14 04:51:22.00,27.666580556,85.331886548,1282.1806,19.0,3.0258,2.6855,7.0921
2024/02/14 04:51:23.00,27.666579359,85.331888508,1282.6077,19.0,3.0257,2.6856,7.0927
2024/02/14 04:51:24.00,27.666577746,85.331890772,1283.0615,19.0,3.0257,2.6856,7.0932
2024/02/14 04:51:25.00,27.666578214,85.331890184,1282.9923,19.0,3.0256,2.6856,7.0937
2024/02/14 04:51:26.00,27.666578599,85.331889928,1282.8384,19.0,3.0255,2.6857,7.0943
2024/02/14 04:51:27.00,27.666577531,85.331892157,1283.3154,19.0,3.0255,2.6857,7.0948
2024/02/14 04:51:28.00,27.666578984,85.331891032,1282.9681,19.0,3.0254,2.6858,7.0954
2024/02/14 04:51:29.00,27.666596393,85.331895874,1289.1887,20.0,2.8737,2.6855,6.7758
2024/02/14 04:51:30.00,27.666596161,85.33189675,1289.375,20.0,2.8736,2.6855,6.7764
2024/02/14 04:51:31.00,27.666595498,85.331899895,1289.9252,20.0,2.8735,2.6856,6.777
2024/02/14 04:51:32.00,27.666596206,85.331900228,1289.9367,20.0,2.8735,2.6856,6.7776
2024/02/14 04:51:33.00,27.666598019,85.331898581,1289.5222,20.0,2.8734,2.6857,6.7782
2024/02/14 04:51:34.00,27.666598122,85.33189995,1289.7082,20.0,2.8734,2.6857,6.7788
2024/02/14 04:51:35.00,27.666597708,85.331901056,1290.0463,20.0,2.8733,2.6858,6.7794
2024/02/14 04:51:36.00,27.666597496,85.331902278,1290.2127,20.0,2.8732,2.6858,6.78
2024/02/14 04:51:37.00,27.666598864,85.331901124,1290.1628,20.0,2.8732,2.6858,6.7807
2024/02/14 04:51:38.00,27.666597412,85.331905077,1290.8816,20.0,2.8731,2.6859,6.7813
2024/02/14 04:51:39.00,27.66659715,85.331905982,1291.0938,20.0,2.873,2.6859,6.7819
2024/02/14 04:51:40.00,27.666596862,85.331906755,1291.3803,20.0,2.873,2.686,6.7825
2024/02/14 04:51:41.00,27.666596862,85.331906607,1291.4566,20.0,2.8729,2.686,6.7831
2024/02/14 04:51:42.00,27.666597314,85.331906943,1291.5069,20.0,2.8729,2.6861,6.7837
2024/02/14 04:51:43.00,27.666597194,85.331906921,1291.5333,20.0,2.8728,2.6861,6.7843
2024/02/14 04:51:44.00,27.666597389,85.331907965,1291.725,20.0,2.8727,2.6862,6.7849
2024/02/14 04:51:45.00,27.666597171,85.331908114,1291.7556,20.0,2.8727,2.6862,6.7855
2024/02/14 04:51:46.00,27.666597334,85.331908258,1291.8182,20.0,2.8726,2.6862,6.7861
2024/02/14 04:51:47.00,27.666596783,85.331908023,1291.839,20.0,2.8725,2.6863,6.7868
2024/02/14 04:51:48.00,27.666596456,85.331907718,1291.9926,20.0,2.8725,2.6863,6.7874
2024/02/14 04:51:49.00,27.666596837,85.33190745,1292.0362,20.0,2.8724,2.6864,6.788
2024/02/14 04:51:50.00,27.6665965,85.331906923,1291.9748,20.0,2.8724,2.6864,6.7886
2024/02/14 04:51:51.00,27.666596561,85.33190696,1292.0072,20.0,2.8723,2.6865,6.7892
2024/02/14 04:51:52.00,27.666596112,85.331907628,1292.1145,20.0,2.8722,2.6865,6.7898
2024/02/14 04:51:53.00,27.666595936,85.331907578,1292.1271,20.0,2.8722,2.6865,6.7904
2024/02/14 04:51:54.00,27.666595912,85.331907187,1292.1632,20.0,2.8721,2.6866,6.791
2024/02/14 04:51:55.00,27.666595486,85.331907466,1292.1455,20.0,2.872,2.6866,6.7916
2024/02/14 04:51:56.00,27.666595631,85.331907693,1292.2862,20.0,2.872,2.6867,6.7922
2024/02/14 04:51:57.00,27.666595641,85.331908802,1292.5616,20.0,2.8719,2.6867,6.7929
2024/02/14 04:51:58.00,27.666595981,85.33190918,1292.6123,20.0,2.8719,2.6868,6.7935
2024/02/14 04:51:59.00,27.666596311,85.331909618,1292.7127,20.0,2.8718,2.6868,6.7941
2024/02/14 04:52:00.00,27.666596141,85.331910671,1292.9804,20.0,2.8717,2.6869,6.7947
2024/02/14 04:52:01.00,27.666596446,85.331911372,1293.2016,20.0,2.8717,2.6869,6.7953
2024/02/14 04:52:02.00,27.666596289,85.331912281,1293.4187,20.0,2.8716,2.6869,6.7959
2024/02/14 04:52:03.00,27.666596224,85.331913096,1293.6392,20.0,2.8715,2.687,6.7965
2024/02/14 04:52:04.00,27.666596519,85.331914013,1293.8581,20.0,2.8715,2.687,6.7971
2024/02/14 04:52:05.00,27.666596643,85.331914284,1293.8806,20.0,2.8714,2.6871,6.7977
2024/02/14 04:52:06.00,27.66659645,85.331915087,1294.0734,20.0,2.8714,2.6871,6.7983
2024/02/14 04:52:07.00,27.666596314,85.331915532,1294.0797,20.0,2.8713,2.6872,6.7989
2024/02/14 04:52:08.00,27.666596164,85.331915953,1294.2951,20.0,2.8712,2.6872,6.7995
2024/02/14 04:52:09.00,27.666595492,85.331916328,1294.4276,20.0,2.8712,2.6873,6.8002
2024/02/14 04:52:10.00,27.666594883,85.331916492,1294.5748,20.0,2.8711,2.6873,6.8008
2024/02/14 04:52:11.00,27.666594769,85.331916677,1294.6246,20.0,2.871,2.6873,6.8014
2024/02/14 04:52:12.00,27.666595147,85.331916757,1294.5775,20.0,2.871,2.6874,6.802
2024/02/14 04:52:13.00,27.666595163,85.331916389,1294.5988,20.0,2.8709,2.6874,6.8026
2024/02/14 04:52:14.00,27.666594808,85.331916229,1294.6587,20.0,2.8709,2.6875,6.8032
2024/02/14 04:52:15.00,27.666594315,85.331916628,1294.7697,20.0,2.8708,2.6875,6.8038
2024/02/14 04:52:16.00,27.666594215,85.331915702,1294.6623,20.0,2.8707,2.6876,6.8044
2024/02/14 04:52:17.00,27.66659442,85.331915196,1294.4846,20.0,2.8707,2.6876,6.805
2024/02/14 04:52:18.00,27.666593878,85.331914509,1294.4083,20.0,2.8706,2.6877,6.8056
2024/02/14 04:52:19.00,27.666593303,85.33191355,1294.3262,20.0,2.8706,2.6877,6.8062
2024/02/14 04:52:20.00,27.666592746,85.331913128,1294.2713,20.0,2.8705,2.6877,6.8068
2024/02/14 04:52:21.00,27.66659249,85.331912452,1294.2476,20.0,2.8704,2.6878,6.8074
