GPST,x_x,y_x,z_x,ns,sdx(m),sdy(m),sdz(m),sdxy(m),sdyz(m),sdzx(m)
2024/02/14 04:19:28.00,461331.6142,5634447.6796,2945937.2593,5.0,7.3944,26.3075,26.4926,3.3154,25.2288,-5.0914
2024/02/14 04:19:29.00,461331.5748,5634447.2439,2945936.8613,5.0,7.3939,26.3098,26.4915,3.3125,25.2298,-5.0906
2024/02/14 04:19:30.00,461331.5861,5634446.9936,2945936.5107,5.0,7.3934,26.312,26.4904,3.3095,25.2308,-5.0898
2024/02/14 04:19:31.00,461331.6168,5634446.9441,2945936.4024,5.0,7.3929,26.3143,26.4892,3.3066,25.2318,-5.089
2024/02/14 04:19:32.00,461331.6133,5634446.7552,2945936.2092,5.0,7.3924,26.3165,26.4881,3.3037,25.2328,-5.0882
2024/02/14 04:19:33.00,461331.7199,5634446.7894,2945936.098,5.0,7.3919,26.3187,26.4869,3.3008,25.2337,-5.0874
2024/02/14 04:19:34.00,461331.7469,5634446.5616,2945935.8376,5.0,7.3915,26.3209,26.4858,3.2978,25.2347,-5.0866
2024/02/14 04:19:35.00,461331.7525,5634446.0531,2945935.2299,5.0,7.391,26.3231,26.4846,3.2949,25.2356,-5.0859
2024/02/14 04:19:36.00,461331.7208,5634446.0756,2945935.1962,5.0,7.3905,26.3253,26.4834,3.292,25.2365,-5.0851
2024/02/14 04:19:37.00,461331.7303,5634445.4822,2945934.4744,5.0,7.39,26.3275,26.4821,3.2891,25.2374,-5.0843
2024/02/14 04:19:38.00,461331.7364,5634445.1706,2945934.1874,5.0,7.3895,26.3296,26.4809,3.2861,25.2383,-5.0835
2024/02/14 04:19:39.00,461331.7236,5634444.8732,2945933.8388,5.0,7.389,26.3317,26.4796,3.2832,25.2391,-5.0827
2024/02/14 04:19:40.00,461331.5964,5634444.6277,2945933.6027,5.0,7.3886,26.3339,26.4784,3.2803,25.24,-5.0819
2024/02/14 04:19:41.00,461331.5501,5634444.4921,2945933.4954,5.0,7.3881,26.336,26.4771,3.2773,25.2408,-5.0811
2024/02/14 04:19:42.00,461331.4252,5634444.8837,2945933.9399,5.0,7.3876,26.3381,26.4757,3.2744,25.2416,-5.0803
2024/02/14 04:19:43.00,461331.4282,5634445.3413,2945934.3699,5.0,7.3871,26.3401,26.4744,3.2715,25.2424,-5.0795
2024/02/14 04:19:44.00,461331.4402,5634445.5548,2945934.5562,5.0,7.3867,26.3422,26.4731,3.2685,25.2431,-5.0787
2024/02/14 04:19:45.00,461331.4239,5634445.4991,2945934.5048,5.0,7.3862,26.3443,26.4717,3.2656,25.2439,-5.0779
2024/02/14 04:19:46.00,461339.6738,5634478.5232,2945954.2532,6.0,6.205,21.0891,24.7541,-7.2535,22.1185,-7.9584
2024/02/14 04:19:47.00,461331.3127,5634445.5875,2945934.788,5.0,7.3852,26.3483,26.4689,3.2597,25.2454,-5.0764
2024/02/14 04:19:48.00,461331.2399,5634445.7984,2945935.0606,5.0,7.3847,26.3503,26.4675,3.2567,25.2461,-5.0756
2024/02/14 04:19:49.00,461331.1957,5634446.1182,2945935.3276,5.0,7.3843,26.3523,26.4661,3.2538,25.2468,-5.0748
2024/02/14 04:19:50.00,461331.2125,5634446.0223,2945935.3134,5.0,7.3838,26.3543,26.4646,3.2508,25.2474,-5.074
2024/02/14 04:19:51.00,461331.2447,5634445.693,2945935.0667,5.0,7.3833,26.3563,26.4632,3.2479,25.2481,-5.0732
2024/02/14 04:19:52.00,461331.2105,5634445.8061,2945935.079,5.0,7.3828,26.3582,26.4617,3.2449,25.2487,-5.0724
2024/02/14 04:19:53.00,461331.1844,5634445.9506,2945935.2198,5.0,7.3824,26.3602,26.4602,3.242,25.2494,-5.0716
2024/02/14 04:19:54.00,461331.1526,5634445.9508,2945935.2031,5.0,7.3819,26.3621,26.4587,3.239,25.25,-5.0708
2024/02/14 04:19:55.00,461331.1541,5634446.0346,2945935.2354,5.0,7.3814,26.364,26.4571,3.2361,25.2506,-5.07
2024/02/14 04:19:56.00,461336.4092,5634466.8977,2945947.7371,6.0,6.2116,21.0509,24.6997,-7.2689,22.0718,-7.9675
2024/02/14 04:19:57.00,461337.1162,5634469.9926,2945949.7191,6.0,6.2123,21.047,24.6942,-7.2704,22.0671,-7.9683
2024/02/14 04:19:58.00,461337.595,5634472.1671,2945951.0989,6.0,6.213,21.0431,24.6887,-7.2719,22.0623,-7.9692
2024/02/14 04:19:59.00,461337.1352,5634470.1396,2945949.8674,6.0,6.2136,21.0392,24.6831,-7.2734,22.0576,-7.9701
2024/02/14 04:20:00.00,461336.807,5634469.0798,2945949.2169,6.0,6.2143,21.0353,24.6775,-7.2749,22.0528,-7.9709
2024/02/14 04:20:01.00,461337.1184,5634470.2021,2945949.9963,6.0,6.2149,21.0314,24.672,-7.2764,22.048,-7.9718
2024/02/14 04:20:02.00,461336.1243,5634466.0389,2945947.4339,6.0,6.2156,21.0275,24.6664,-7.2778,22.0432,-7.9726
2024/02/14 04:20:03.00,461336.7928,5634468.9638,2945949.279,6.0,6.2162,21.0235,24.6607,-7.2793,22.0384,-7.9734
2024/02/14 04:20:04.00,461337.1123,5634470.3854,2945950.1331,6.0,6.2169,21.0196,24.6551,-7.2808,22.0335,-7.9743
2024/02/14 04:20:05.00,461336.6319,5634469.3684,2945949.6268,6.0,6.2176,21.0156,24.6495,-7.2822,22.0287,-7.9751
2024/02/14 04:20:06.00,461336.9088,5634471.0091,2945950.7473,6.0,6.2182,21.0116,24.6438,-7.2837,22.0238,-7.9759
2024/02/14 04:20:07.00,461336.1347,5634467.9526,2945948.8081,6.0,6.2189,21.0077,24.6381,-7.2851,22.0189,-7.9767
2024/02/14 04:20:08.00,461336.0863,5634467.8591,2945948.8915,6.0,6.2195,21.0037,24.6324,-7.2866,22.014,-7.9775
2024/02/14 04:20:09.00,461335.5787,5634465.5068,2945947.5322,6.0,6.2202,20.9997,24.6267,-7.288,22.0091,-7.9783
2024/02/14 04:20:10.00,461334.5119,5634461.0402,2945944.9013,6.0,6.2208,20.9957,24.621,-7.2895,22.0042,-7.9791
2024/02/14 04:20:11.00,461334.4877,5634460.2575,2945944.2662,6.0,6.2215,20.9916,24.6152,-7.2909,21.9993,-7.9798
2024/02/14 04:20:12.00,461333.5726,5634457.3081,2945942.799,6.0,6.2221,20.9876,24.6095,-7.2923,21.9944,-7.9806
2024/02/14 04:20:13.00,461332.8613,5634454.2965,2945940.9706,6.0,6.2228,20.9836,24.6037,-7.2937,21.9894,-7.9814
2024/02/14 04:20:14.00,461330.944,5634446.5141,2945936.2349,6.0,6.2234,20.9795,24.5979,-7.2951,21.9845,-7.9821
2024/02/14 04:20:15.00,461329.9456,5634442.5926,2945933.9564,6.0,6.2241,20.9755,24.5922,-7.2965,21.9795,-7.9829
2024/02/14 04:20:16.00,461329.7408,5634442.2207,2945933.7527,6.0,6.2247,20.9714,24.5863,-7.2979,21.9745,-7.9836
2024/02/14 04:20:17.00,461328.7771,5634438.0736,2945931.1858,6.0,6.2254,20.9673,24.5805,-7.2993,21.9695,-7.9844
2024/02/14 04:20:18.00,461328.2771,5634436.1556,2945930.0682,6.0,6.226,20.9632,24.5747,-7.3007,21.9645,-7.9851
2024/02/14 04:20:19.00,461327.3702,5634432.0493,2945927.4305,6.0,6.2267,20.9591,24.5688,-7.3021,21.9595,-7.9858
2024/02/14 04:20:20.00,461326.9537,5634430.6956,2945926.6082,6.0,6.2273,20.955,24.5629,-7.3035,21.9544,-7.9865
2024/02/14 04:20:21.00,461326.8239,5634429.6369,2945925.7079,6.0,6.228,20.9509,24.557,-7.3048,21.9494,-7.9872
2024/02/14 04:20:22.00,461325.9002,5634426.0589,2945923.4138,6.0,6.2286,20.9467,24.5511,-7.3062,21.9443,-7.9879
2024/02/14 04:20:23.00,461325.5404,5634425.0027,2945923.0061,6.0,6.2293,20.9426,24.5452,-7.3075,21.9392,-7.9886
2024/02/14 04:20:24.00,461325.2716,5634423.4809,2945921.9393,6.0,6.2299,20.9384,24.5393,-7.3089,21.9341,-7.9893
2024/02/14 04:20:25.00,461324.958,5634422.5902,2945921.5318,6.0,6.2306,20.9343,24.5333,-7.3102,21.929,-7.99
2024/02/14 04:20:26.00,461324.2828,5634420.4412,2945920.2354,6.0,6.2312,20.9301,24.5274,-7.3116,21.9239,-7.9907
2024/02/14 04:20:27.00,461324.2893,5634421.2843,2945920.9062,6.0,6.2319,20.9259,24.5214,-7.3129,21.9188,-7.9914
2024/02/14 04:20:28.00,461323.7629,5634419.6951,2945920.0634,6.0,6.2325,20.9217,24.5154,-7.3142,21.9136,-7.992
2024/02/14 04:20:29.00,461323.4861,5634418.8292,2945919.576,6.0,6.2332,20.9175,24.5094,-7.3156,21.9085,-7.9927
2024/02/14 04:20:30.00,461324.1605,5634421.6913,2945921.3116,6.0,6.2338,20.9133,24.5033,-7.3169,21.9033,-7.9933
2024/02/14 04:20:31.00,461324.7235,5634423.8678,2945922.5348,6.0,6.2344,20.9091,24.4973,-7.3182,21.8981,-7.994
2024/02/14 04:20:32.00,461325.1977,5634425.9466,2945923.8194,6.0,6.2351,20.9048,24.4912,-7.3195,21.8929,-7.9946
2024/02/14 04:20:33.00,461325.0393,5634425.3709,2945923.3124,6.0,6.2357,20.9006,24.4852,-7.3208,21.8877,-7.9952
2024/02/14 04:20:34.00,461325.4133,5634427.378,2945924.6666,6.0,6.2364,20.8963,24.4791,-7.3221,21.8825,-7.9959
2024/02/14 04:20:35.00,461326.3848,5634431.0299,2945926.6383,6.0,6.237,20.8921,24.473,-7.3234,21.8772,-7.9965
2024/02/14 04:20:36.00,461326.1524,5634430.3272,2945926.4885,6.0,6.2377,20.8878,24.4669,-7.3246,21.872,-7.9971
2024/02/14 04:20:37.00,461327.0722,5634434.6456,2945929.0774,6.0,6.2383,20.8835,24.4607,-7.3259,21.8667,-7.9977
2024/02/14 04:20:38.00,461327.7898,5634437.5793,2945930.9868,6.0,6.2389,20.8792,24.4546,-7.3272,21.8614,-7.9983
2024/02/14 04:20:39.00,461328.8693,5634441.731,2945933.3329,6.0,6.2396,20.8749,24.4484,-7.3285,21.8561,-7.9989
2024/02/14 04:20:40.00,461330.3163,5634447.404,2945936.8551,6.0,6.2402,20.8706,24.4422,-7.3297,21.8508,-7.9995
2024/02/14 04:20:41.00,461331.3808,5634451.8484,2945939.7205,6.0,6.2408,20.8662,24.436,-7.331,21.8455,-8.0001
2024/02/14 04:20:42.00,461331.5145,5634452.1547,2945939.9014,6.0,6.2415,20.8619,24.4298,-7.3322,21.8402,-8.0006
2024/02/14 04:20:43.00,461331.9086,5634453.0456,2945940.3255,6.0,6.2421,20.8575,24.4236,-7.3335,21.8349,-8.0012
2024/02/14 04:20:44.00,461332.528,5634455.4652,2945941.7081,6.0,6.2428,20.8532,24.4174,-7.3347,21.8295,-8.0018
2024/02/14 04:20:45.00,461333.15,5634457.8849,2945943.2537,6.0,6.2434,20.8488,24.4112,-7.3359,21.8242,-8.0023
2024/02/14 04:20:46.00,461333.3283,5634458.5136,2945943.5912,6.0,6.244,20.8445,24.4049,-7.3372,21.8188,-8.0029
2024/02/14 04:20:47.00,461334.2167,5634462.2423,2945945.8878,6.0,6.2447,20.8401,24.3986,-7.3384,21.8134,-8.0034
2024/02/14 04:20:48.00,461334.8603,5634464.7632,2945947.486,6.0,6.2453,20.8357,24.3923,-7.3396,21.808,-8.0039
2024/02/14 04:20:49.00,461335.0854,5634465.3831,2945947.9303,6.0,6.2459,20.8313,24.386,-7.3408,21.8026,-8.0045
2024/02/14 04:20:50.00,461335.2604,5634465.403,2945947.7492,6.0,6.2466,20.8269,24.3797,-7.342,21.7972,-8.005
2024/02/14 04:20:51.00,461334.2152,5634460.8509,2945945.0657,6.0,6.2472,20.8225,24.3734,-7.3432,21.7918,-8.0055
2024/02/14 04:20:52.00,461333.7147,5634458.7147,2945943.7901,6.0,6.2478,20.818,24.3671,-7.3444,21.7863,-8.006
2024/02/14 04:20:53.00,461333.7749,5634459.0413,2945943.9274,6.0,6.2485,20.8136,24.3607,-7.3456,21.7809,-8.0065
2024/02/14 04:20:54.00,461333.5845,5634458.1388,2945943.3968,6.0,6.2491,20.8092,24.3544,-7.3468,21.7754,-8.007
2024/02/14 04:20:55.00,461333.9263,5634459.6749,2945944.2471,6.0,6.2497,20.8047,24.348,-7.348,21.7699,-8.0075
2024/02/14 04:20:56.00,461334.021,5634460.393,2945944.7202,6.0,6.2504,20.8003,24.3416,-7.3491,21.7645,-8.008
2024/02/14 04:20:57.00,461334.0988,5634460.0536,2945944.3714,6.0,6.251,20.7958,24.3352,-7.3503,21.759,-8.0085
2024/02/14 04:20:58.00,461334.3863,5634461.3816,2945945.2323,6.0,6.2516,20.7913,24.3288,-7.3515,21.7535,-8.009
2024/02/14 04:20:59.00,461334.3797,5634461.188,2945945.0693,6.0,6.2523,20.7868,24.3223,-7.3526,21.7479,-8.0094
2024/02/14 04:21:00.00,461334.3456,5634461.3914,2945945.3559,6.0,6.2529,20.7823,24.3159,-7.3538,21.7424,-8.0099
2024/02/14 04:21:01.00,461334.3361,5634461.1712,2945945.3041,6.0,6.2535,20.7778,24.3094,-7.3549,21.7369,-8.0103
2024/02/14 04:21:02.00,461334.3173,5634461.205,2945945.4531,6.0,6.2541,20.7733,24.3029,-7.3561,21.7313,-8.0108
2024/02/14 04:21:03.00,461334.2494,5634460.7927,2945945.3017,6.0,6.2548,20.7688,24.2965,-7.3572,21.7257,-8.0112
2024/02/14 04:21:04.00,461334.2959,5634460.4936,2945944.9543,6.0,6.2554,20.7642,24.29,-7.3583,21.7202,-8.0117
2024/02/14 04:21:05.00,461334.2422,5634460.0043,2945944.6488,6.0,6.256,20.7597,24.2834,-7.3595,21.7146,-8.0121
2024/02/14 04:21:06.00,461334.2696,5634459.8296,2945944.589,6.0,6.2566,20.7551,24.2769,-7.3606,21.709,-8.0125
2024/02/14 04:21:07.00,461334.2109,5634459.5397,2945944.3858,6.0,6.2573,20.7506,24.2704,-7.3617,21.7034,-8.0129
2024/02/14 04:21:08.00,461334.2198,5634458.9836,2945943.8372,6.0,6.2579,20.746,24.2638,-7.3628,21.6977,-8.0133
2024/02/14 04:21:09.00,461334.2289,5634458.61,2945943.6284,6.0,6.2585,20.7414,24.2573,-7.3639,21.6921,-8.0137
2024/02/14 04:21:10.00,461334.2308,5634458.1561,2945943.2513,6.0,6.2591,20.7369,24.2507,-7.365,21.6864,-8.0141
2024/02/14 04:21:11.00,461334.2346,5634458.1914,2945943.3353,6.0,6.2598,20.7323,24.2441,-7.3661,21.6808,-8.0145
2024/02/14 04:21:12.00,461334.3017,5634457.9305,2945943.1349,6.0,6.2604,20.7277,24.2375,-7.3672,21.6751,-8.0149
2024/02/14 04:21:13.00,461334.2525,5634457.9343,2945943.2603,6.0,6.261,20.7231,24.2309,-7.3683,21.6694,-8.0153
2024/02/14 04:21:14.00,461333.9024,5634456.3633,2945942.3656,6.0,6.2616,20.7184,24.2242,-7.3693,21.6638,-8.0157
2024/02/14 04:21:15.00,461332.4584,5634450.1131,2945938.4573,6.0,6.2623,20.7138,24.2176,-7.3704,21.6581,-8.016
2024/02/14 04:21:16.00,461331.5266,5634446.1236,2945935.9158,5.0,7.3451,26.4721,26.2778,2.9899,25.2442,-5.0061
2024/02/14 04:21:17.00,461331.4745,5634445.8892,2945935.7049,5.0,7.3446,26.4729,26.2749,2.9867,25.2435,-5.0054
2024/02/14 04:21:18.00,461331.5391,5634445.5742,2945935.4312,5.0,7.3442,26.4736,26.272,2.9836,25.2427,-5.0046
2024/02/14 04:21:19.00,461331.544,5634445.492,2945935.3989,5.0,7.3438,26.4744,26.2691,2.9805,25.242,-5.0038
2024/02/14 04:21:20.00,461331.5868,5634445.2263,2945935.1779,5.0,7.3434,26.4751,26.2662,2.9773,25.2412,-5.003
2024/02/14 04:21:21.00,461331.6138,5634444.9455,2945934.8736,5.0,7.3429,26.4758,26.2633,2.9742,25.2404,-5.0022
2024/02/14 04:21:22.00,461331.6588,5634444.8551,2945934.8142,5.0,7.3425,26.4765,26.2603,2.971,25.2396,-5.0014
2024/02/14 04:21:23.00,461331.5457,5634444.6939,2945934.7959,5.0,7.3421,26.4772,26.2573,2.9679,25.2387,-5.0007
2024/02/14 04:21:24.00,461331.5708,5634444.5983,2945934.7333,5.0,7.3417,26.4779,26.2544,2.9647,25.2379,-4.9999
2024/02/14 04:21:25.00,461331.6001,5634444.8882,2945934.9354,5.0,7.3413,26.4785,26.2513,2.9616,25.237,-4.9991
2024/02/14 04:21:26.00,461331.7323,5634444.8744,2945934.7745,5.0,7.3408,26.4791,26.2483,2.9584,25.2362,-4.9983
2024/02/14 04:21:27.00,461331.8161,5634445.3389,2945935.2919,5.0,7.3404,26.4798,26.2453,2.9552,25.2353,-4.9976
2024/02/14 04:21:28.00,461331.76,5634445.6455,2945935.6723,5.0,7.34,26.4804,26.2422,2.9521,25.2343,-4.9968
2024/02/14 04:21:29.00,461331.746,5634445.6634,2945935.6435,5.0,7.3396,26.481,26.2392,2.9489,25.2334,-4.996
2024/02/14 04:21:30.00,461331.8231,5634445.373,2945935.298,5.0,7.3392,26.4816,26.2361,2.9457,25.2325,-4.9952
2024/02/14 04:21:31.00,461331.8528,5634445.2521,2945935.1418,5.0,7.3387,26.4821,26.233,2.9426,25.2315,-4.9944
2024/02/14 04:21:32.00,461331.8899,5634444.9576,2945934.87,5.0,7.3383,26.4827,26.2299,2.9394,25.2306,-4.9937
2024/02/14 04:21:33.00,461331.9409,5634444.574,2945934.4171,5.0,7.3379,26.4833,26.2268,2.9362,25.2296,-4.9929
2024/02/14 04:21:34.00,461331.9941,5634444.2298,2945934.0038,5.0,7.3375,26.4838,26.2236,2.933,25.2286,-4.9921
2024/02/14 04:21:35.00,461331.9954,5634444.09,2945933.8001,5.0,7.3371,26.4843,26.2204,2.9298,25.2276,-4.9913
2024/02/14 04:21:36.00,461332.0115,5634444.0468,2945933.6457,5.0,7.3367,26.4848,26.2173,2.9266,25.2265,-4.9906
2024/02/14 04:21:37.00,461332.0277,5634444.0117,2945933.6113,5.0,7.3362,26.4853,26.2141,2.9234,25.2255,-4.9898
2024/02/14 04:21:38.00,461332.0629,5634444.1582,2945933.7089,5.0,7.3358,26.4858,26.2109,2.9202,25.2244,-4.989
2024/02/14 04:21:39.00,461332.0748,5634443.6109,2945933.2515,5.0,7.3354,26.4862,26.2077,2.917,25.2233,-4.9882
2024/02/14 04:21:40.00,461332.1309,5634443.7582,2945933.1961,5.0,7.335,26.4867,26.2044,2.9138,25.2222,-4.9875
2024/02/14 04:21:41.00,461332.1301,5634443.9232,2945933.2357,5.0,7.3346,26.4871,26.2012,2.9106,25.2211,-4.9867
2024/02/14 04:21:42.00,461332.2172,5634443.6852,2945932.9194,5.0,7.3342,26.4876,26.1979,2.9074,25.22,-4.9859
2024/02/14 04:21:43.00,461332.1365,5634443.4312,2945932.7086,5.0,7.3338,26.488,26.1946,2.9042,25.2189,-4.9851
2024/02/14 04:21:44.00,461332.0946,5634443.5677,2945932.8215,5.0,7.3334,26.4884,26.1913,2.901,25.2177,-4.9844
2024/02/14 04:21:45.00,461332.048,5634443.3792,2945932.3738,5.0,7.3329,26.4887,26.188,2.8978,25.2165,-4.9836
2024/02/14 04:21:46.00,461332.1584,5634443.3018,2945932.5079,5.0,7.3325,26.4891,26.1847,2.8946,25.2153,-4.9828
2024/02/14 04:21:47.00,461331.8964,5634443.8619,2945932.6317,5.0,7.3321,26.4895,26.1813,2.8914,25.2141,-4.982
2024/02/14 04:21:48.00,461331.9114,5634443.3791,2945932.3281,5.0,7.3317,26.4898,26.178,2.8881,25.2129,-4.9813
2024/02/14 04:21:49.00,461331.827,5634443.1313,2945932.0776,5.0,7.3313,26.4901,26.1746,2.8849,25.2117,-4.9805
2024/02/14 04:21:50.00,461336.2055,5634463.0913,2945944.8274,6.0,6.2837,20.5467,23.9772,-7.4048,21.4518,-8.0252
2024/02/14 04:21:51.00,461337.144,5634466.3509,2945947.0575,6.0,6.2843,20.5417,23.9702,-7.4056,21.4457,-8.0253
2024/02/14 04:21:52.00,461337.1819,5634467.0277,2945947.4449,6.0,6.2849,20.5368,23.9631,-7.4065,21.4397,-8.0255
2024/02/14 04:21:53.00,461337.6225,5634469.1833,2945948.7901,6.0,6.2855,20.5319,23.956,-7.4074,21.4336,-8.0256
2024/02/14 04:21:54.00,461338.9179,5634474.9076,2945952.4679,6.0,6.2861,20.5269,23.9488,-7.4083,21.4274,-8.0257
2024/02/14 04:21:55.00,461339.552,5634478.0417,2945954.5825,6.0,6.2867,20.522,23.9417,-7.4092,21.4213,-8.0259
2024/02/14 04:21:56.00,461339.8979,5634479.9063,2945955.8082,6.0,6.2873,20.517,23.9346,-7.41,21.4152,-8.026
2024/02/14 04:21:57.00,461340.1904,5634481.6828,2945956.9895,6.0,6.2879,20.5121,23.9274,-7.4109,21.4091,-8.0261
2024/02/14 04:21:58.00,461340.5986,5634484.1406,2945958.7628,6.0,6.2885,20.5071,23.9203,-7.4118,21.4029,-8.0262
2024/02/14 04:21:59.00,461340.9014,5634485.508,2945959.7285,6.0,6.2891,20.5021,23.9131,-7.4126,21.3968,-8.0263
2024/02/14 04:22:00.00,461341.0863,5634486.5177,2945960.4177,6.0,6.2897,20.4971,23.9059,-7.4135,21.3906,-8.0265
2024/02/14 04:22:01.00,461340.9479,5634486.7291,2945960.9061,6.0,6.2903,20.4922,23.8987,-7.4143,21.3844,-8.0266
2024/02/14 04:22:02.00,461340.862,5634486.495,2945960.85,6.0,6.2909,20.4872,23.8915,-7.4151,21.3782,-8.0266
2024/02/14 04:22:03.00,461341.2803,5634488.163,2945961.8784,6.0,6.2915,20.4822,23.8843,-7.416,21.3721,-8.0267
2024/02/14 04:22:04.00,461341.7362,5634489.8901,2945962.7508,6.0,6.2921,20.4771,23.8771,-7.4168,21.3658,-8.0268
2024/02/14 04:22:05.00,461341.3304,5634487.9975,2945961.5057,6.0,6.2927,20.4721,23.8698,-7.4176,21.3596,-8.0269
2024/02/14 04:22:06.00,461341.1906,5634487.6472,2945961.5048,6.0,6.2933,20.4671,23.8626,-7.4185,21.3534,-8.027
2024/02/14 04:22:07.00,461341.1644,5634487.1942,2945961.078,6.0,6.2939,20.4621,23.8553,-7.4193,21.3472,-8.027
2024/02/14 04:22:08.00,461340.9638,5634486.8436,2945960.8738,6.0,6.2945,20.457,23.848,-7.4201,21.341,-8.0271
2024/02/14 04:22:09.00,461340.3253,5634483.7382,2945958.9528,6.0,6.2951,20.452,23.8408,-7.4209,21.3347,-8.0271
2024/02/14 04:22:10.00,461339.8649,5634481.0517,2945957.1694,6.0,6.2957,20.4469,23.8335,-7.4217,21.3285,-8.0272
2024/02/14 04:22:11.00,461339.5554,5634479.9011,2945956.4604,6.0,6.2963,20.4419,23.8262,-7.4225,21.3222,-8.0272
2024/02/14 04:22:12.00,461339.5737,5634480.1081,2945956.6986,6.0,6.2969,20.4368,23.8189,-7.4233,21.3159,-8.0273
2024/02/14 04:22:13.00,461339.1585,5634478.2412,2945955.6264,6.0,6.2975,20.4318,23.8116,-7.4241,21.3097,-8.0273
2024/02/14 04:22:14.00,461338.6799,5634476.2177,2945954.3925,6.0,6.2981,20.4267,23.8042,-7.4249,21.3034,-8.0273
2024/02/14 04:22:15.00,461338.7459,5634476.3398,2945954.4699,6.0,6.2987,20.4216,23.7969,-7.4256,21.2971,-8.0274
2024/02/14 04:22:16.00,461338.0615,5634473.306,2945952.5775,6.0,6.2993,20.4165,23.7895,-7.4264,21.2908,-8.0274
2024/02/14 04:22:17.00,461338.2033,5634474.1235,2945953.1601,6.0,6.2998,20.4114,23.7822,-7.4272,21.2845,-8.0274
2024/02/14 04:22:18.00,461338.1581,5634474.6233,2945953.62,6.0,6.3004,20.4063,23.7748,-7.4279,21.2781,-8.0274
2024/02/14 04:22:19.00,461337.8641,5634473.3757,2945952.8696,6.0,6.301,20.4012,23.7674,-7.4287,21.2718,-8.0274
2024/02/14 04:22:20.00,461338.0624,5634474.1136,2945953.3433,6.0,6.3016,20.3961,23.76,-7.4295,21.2654,-8.0274
2024/02/14 04:22:21.00,461337.634,5634472.3374,2945952.2707,6.0,6.3022,20.3909,23.7526,-7.4302,21.2591,-8.0274
2024/02/14 04:22:22.00,461338.0009,5634474.2857,2945953.5431,6.0,6.3028,20.3858,23.7452,-7.431,21.2527,-8.0274
2024/02/14 04:22:23.00,461337.6201,5634473.1369,2945952.8823,6.0,6.3034,20.3807,23.7378,-7.4317,21.2464,-8.0273
2024/02/14 04:22:24.00,461337.4733,5634472.7619,2945952.7183,6.0,6.304,20.3755,23.7303,-7.4325,21.24,-8.0273
2024/02/14 04:22:25.00,461337.1075,5634471.2965,2945951.9478,6.0,6.3046,20.3704,23.7229,-7.4332,21.2336,-8.0273
2024/02/14 04:22:26.00,461336.9944,5634471.0818,2945951.8763,6.0,6.3051,20.3652,23.7154,-7.4339,21.2272,-8.0272
2024/02/14 04:22:27.00,461336.8304,5634470.5757,2945951.7494,6.0,6.3057,20.3601,23.708,-7.4346,21.2208,-8.0272
2024/02/14 04:22:28.00,461336.8045,5634470.8272,2945951.882,6.0,6.3063,20.3549,23.7005,-7.4354,21.2144,-8.0272
2024/02/14 04:22:29.00,461336.7623,5634470.8468,2945951.9039,6.0,6.3069,20.3497,23.693,-7.4361,21.208,-8.0271
2024/02/14 04:22:30.00,461336.9565,5634471.5083,2945952.2306,6.0,6.3075,20.3445,23.6855,-7.4368,21.2015,-8.027
2024/02/14 04:22:31.00,461336.2282,5634467.9765,2945949.8379,6.0,6.3081,20.3393,23.678,-7.4375,21.1951,-8.027
2024/02/14 04:22:32.00,461335.6635,5634466.0503,2945948.5516,6.0,6.3087,20.3341,23.6705,-7.4382,21.1887,-8.0269
2024/02/14 04:22:33.00,461335.2582,5634464.1133,2945947.2543,6.0,6.3092,20.3289,23.663,-7.4389,21.1822,-8.0268
2024/02/14 04:22:34.00,461334.8066,5634461.8993,2945945.9728,6.0,6.3098,20.3237,23.6554,-7.4396,21.1757,-8.0268
2024/02/14 04:22:35.00,461333.6626,5634456.8695,2945942.7252,6.0,6.3104,20.3185,23.6479,-7.4403,21.1693,-8.0267
2024/02/14 04:22:36.00,461332.9914,5634453.9757,2945940.9311,6.0,6.311,20.3133,23.6404,-7.441,21.1628,-8.0266
2024/02/14 04:22:37.00,461332.3437,5634451.5216,2945939.2359,6.0,6.3116,20.3081,23.6328,-7.4417,21.1563,-8.0265
2024/02/14 04:22:38.00,461331.903,5634449.3542,2945937.9749,6.0,6.3122,20.3029,23.6252,-7.4423,21.1498,-8.0264
2024/02/14 04:22:39.00,461331.3685,5634447.1322,2945936.5472,6.0,6.3127,20.2976,23.6176,-7.443,21.1433,-8.0263
2024/02/14 04:22:40.00,461331.2246,5634446.1889,2945935.9683,6.0,6.3133,20.2924,23.61,-7.4437,21.1368,-8.0262
2024/02/14 04:22:41.00,461330.2697,5634442.2303,2945933.6413,6.0,6.3139,20.2871,23.6025,-7.4444,21.1303,-8.0261
2024/02/14 04:22:42.00,461330.5803,5634443.9048,2945934.7529,6.0,6.3145,20.2819,23.5948,-7.445,21.1238,-8.0259
2024/02/14 04:22:43.00,461330.9131,5634445.5651,2945935.6863,6.0,6.3151,20.2766,23.5872,-7.4457,21.1172,-8.0258
2024/02/14 04:22:44.00,461330.6699,5634444.5103,2945934.9562,6.0,6.3156,20.2713,23.5796,-7.4463,21.1107,-8.0257
2024/02/14 04:22:45.00,461330.4506,5634443.0993,2945934.0543,6.0,6.3162,20.2661,23.5719,-7.447,21.1041,-8.0255
2024/02/14 04:22:46.00,461330.5611,5634444.2259,2945934.9533,6.0,6.3168,20.2608,23.5643,-7.4476,21.0976,-8.0254
