GPST,x_x,y_x,z_x,ns,sdx(m),sdy(m),sdz(m),sdxy(m),sdyz(m),sdzx(m)
2024/02/14 04:51:02.00,460157.4011,5635352.3389,2944428.3828,9.0,3.5662,6.9285,5.4826,1.4161,4.4866,-0.5373
2024/02/14 04:51:03.00,460157.1646,5635352.4879,2944428.3159,9.0,3.5661,6.929,5.483,1.4146,4.4874,-0.5389
2024/02/14 04:51:04.00,460156.5737,5635352.8952,2944428.9227,9.0,3.5661,6.9295,5.4834,1.4132,4.4881,-0.5405
2024/02/14 04:51:05.00,460156.5188,5635353.113,2944428.6535,9.0,3.566,6.9299,5.4839,1.4117,4.4888,-0.5421
2024/02/14 04:51:06.00,460156.7315,5635353.0239,2944427.9256,9.0,3.5659,6.9304,5.4843,1.4102,4.4895,-0.5436
2024/02/14 04:51:07.00,460156.3876,5635353.5852,2944427.9202,9.0,3.5659,6.9309,5.4847,1.4088,4.4902,-0.5452
2024/02/14 04:51:08.00,460155.8988,5635354.0742,2944428.1657,9.0,3.5658,6.9313,5.4851,1.4073,4.4909,-0.5468
2024/02/14 04:51:09.00,460155.8214,5635354.1695,2944427.7517,9.0,3.5658,6.9318,5.4855,1.4058,4.4916,-0.5484
2024/02/14 04:51:10.00,460155.0605,5635355.1624,2944428.0689,9.0,3.5657,6.9323,5.4859,1.4044,4.4923,-0.5499
2024/02/14 04:51:11.00,460154.6397,5635355.8407,2944427.9626,9.0,3.5656,6.9327,5.4863,1.4029,4.493,-0.5515
2024/02/14 04:51:12.00,460154.6431,5635355.72,2944428.024,9.0,3.5656,6.9332,5.4868,1.4014,4.4937,-0.5531
2024/02/14 04:51:13.00,460154.5159,5635355.7635,2944428.0354,9.0,3.5655,6.9337,5.4872,1.4,4.4944,-0.5546
2024/02/14 04:51:14.00,460154.7669,5635355.0877,2944428.0823,9.0,3.5654,6.9342,5.4876,1.3985,4.4951,-0.5562
2024/02/14 04:51:15.00,460154.6844,5635355.2343,2944428.1383,9.0,3.5654,6.9346,5.488,1.397,4.4958,-0.5577
2024/02/14 04:51:16.00,460154.8354,5635354.7284,2944428.1663,9.0,3.5653,6.9351,5.4884,1.3955,4.4965,-0.5593
2024/02/14 04:51:17.00,460155.0143,5635354.1643,2944428.0641,9.0,3.5652,6.9356,5.4888,1.394,4.4972,-0.5608
2024/02/14 04:51:18.00,460155.0911,5635353.9768,2944427.8922,9.0,3.5652,6.936,5.4892,1.3925,4.4979,-0.5624
2024/02/14 04:51:19.00,460156.0328,5635352.2524,2944427.84,9.0,3.5651,6.9365,5.4897,1.3911,4.4986,-0.5639
2024/02/14 04:51:20.00,460156.027,5635352.167,2944427.7616,9.0,3.5651,6.937,5.4901,1.3896,4.4993,-0.5654
2024/02/14 04:51:21.00,460156.2087,5635351.687,2944427.6214,9.0,3.565,6.9375,5.4905,1.3881,4.5,-0.567
2024/02/14 04:51:22.00,460156.4248,5635351.061,2944427.6195,9.0,3.5649,6.9379,5.4909,1.3866,4.5007,-0.5685
2024/02/14 04:51:23.00,460156.2077,5635351.4729,2944427.5829,9.0,3.5649,6.9384,5.4913,1.3851,4.5014,-0.57
2024/02/14 04:51:24.00,460155.9472,5635352.0019,2944427.476,9.0,3.5648,6.9389,5.4917,1.3836,4.5021,-0.5715
2024/02/14 04:51:25.00,460156.0554,5635351.9019,2944427.5142,9.0,3.5648,6.9393,5.4921,1.3821,4.5028,-0.573
2024/02/14 04:51:26.00,460156.0687,5635351.7158,2944427.3886,9.0,3.5647,6.9398,5.4925,1.3806,4.5036,-0.5746
2024/02/14 04:51:27.00,460155.8669,5635352.2188,2944427.401,9.0,3.5646,6.9403,5.493,1.3791,4.5043,-0.5761
2024/02/14 04:51:28.00,460155.9965,5635351.827,2944427.4797,9.0,3.5646,6.9408,5.4934,1.3776,4.505,-0.5776
2024/02/14 04:51:29.00,460156.4924,5635356.0874,2944432.9518,10.0,3.5022,6.7323,4.5276,0.8786,3.8783,-1.5493
2024/02/14 04:51:30.00,460156.4256,5635356.244,2944432.9892,10.0,3.5022,6.7328,4.528,0.8764,3.8792,-1.5497
2024/02/14 04:51:31.00,460156.0448,5635356.8332,2944433.1087,10.0,3.5021,6.7333,4.5285,0.8741,3.88,-1.5502
2024/02/14 04:51:32.00,460156.0322,5635356.7757,2944433.2082,10.0,3.5021,6.7338,4.529,0.8719,3.8808,-1.5507
2024/02/14 04:51:33.00,460156.2289,5635356.2857,2944433.2958,10.0,3.502,6.7343,4.5295,0.8696,3.8817,-1.5511
2024/02/14 04:51:34.00,460156.0839,5635356.4677,2944433.3597,10.0,3.502,6.7348,4.53,0.8673,3.8825,-1.5516
2024/02/14 04:51:35.00,460155.9869,5635356.7708,2944433.4557,10.0,3.5019,6.7353,4.5305,0.865,3.8833,-1.5521
2024/02/14 04:51:36.00,460155.8772,5635356.9052,2944433.4868,10.0,3.5019,6.7358,4.531,0.8627,3.8842,-1.5525
2024/02/14 04:51:37.00,460156.0254,5635356.7526,2944433.6569,10.0,3.5018,6.7363,4.5315,0.8604,3.885,-1.553
2024/02/14 04:51:38.00,460155.5312,5635357.5322,2944433.7572,10.0,3.5018,6.7368,4.532,0.8581,3.8858,-1.5535
2024/02/14 04:51:39.00,460155.4161,5635357.7169,2944433.818,10.0,3.5018,6.7373,4.5325,0.8558,3.8867,-1.5539
2024/02/14 04:51:40.00,460155.3283,5635358.0044,2944433.8822,10.0,3.5017,6.7378,4.533,0.8535,3.8875,-1.5544
2024/02/14 04:51:41.00,460155.3483,5635358.1113,2944433.915,10.0,3.5017,6.7383,4.5335,0.8512,3.8883,-1.5549
2024/02/14 04:51:42.00,460155.3033,5635358.1463,2944434.0019,10.0,3.5016,6.7388,4.534,0.8489,3.8892,-1.5553
2024/02/14 04:51:43.00,460155.2944,5635358.1826,2944434.0093,10.0,3.5016,6.7393,4.5345,0.8465,3.89,-1.5558
2024/02/14 04:51:44.00,460155.1475,5635358.3555,2944434.1645,10.0,3.5015,6.7398,4.535,0.8442,3.8908,-1.5563
2024/02/14 04:51:45.00,460155.1232,5635358.3805,2944434.1083,10.0,3.5015,6.7403,4.5355,0.8418,3.8917,-1.5567
2024/02/14 04:51:46.00,460155.1093,5635358.4399,2944434.1672,10.0,3.5015,6.7408,4.536,0.8395,3.8925,-1.5572
2024/02/14 04:51:47.00,460155.1586,5635358.4963,2944434.0921,10.0,3.5014,6.7413,4.5365,0.8371,3.8934,-1.5577
2024/02/14 04:51:48.00,460155.2341,5635358.6415,2944434.0975,10.0,3.5014,6.7418,4.537,0.8347,3.8942,-1.5581
2024/02/14 04:51:49.00,460155.2312,5635358.6722,2944434.1665,10.0,3.5013,6.7423,4.5375,0.8324,3.895,-1.5586
2024/02/14 04:51:50.00,460155.2956,5635358.6209,2944434.0687,10.0,3.5013,6.7428,4.538,0.83,3.8959,-1.5591
2024/02/14 04:51:51.00,460155.2924,5635358.6606,2944434.0948,10.0,3.5013,6.7434,4.5385,0.8276,3.8967,-1.5595
2024/02/14 04:51:52.00,460155.2067,5635358.7914,2944434.0919,10.0,3.5012,6.7439,4.539,0.8252,3.8975,-1.56
2024/02/14 04:51:53.00,460155.217,5635358.8043,2944434.055,10.0,3.5012,6.7444,4.5395,0.8228,3.8984,-1.5605
2024/02/14 04:51:54.00,460155.2679,5635358.8088,2944434.023,10.0,3.5011,6.7449,4.54,0.8204,3.8992,-1.5609
2024/02/14 04:51:55.00,460155.2193,5635358.8299,2944433.954,10.0,3.5011,6.7454,4.5405,0.8179,3.9,-1.5614
2024/02/14 04:51:56.00,460155.1881,5635358.9547,2944434.0737,10.0,3.5011,6.7459,4.541,0.8155,3.9009,-1.5619
2024/02/14 04:51:57.00,460155.0611,5635359.2104,2944434.195,10.0,3.501,6.7464,4.5415,0.8131,3.9017,-1.5624
2024/02/14 04:51:58.00,460154.9884,5635359.2386,2944434.2758,10.0,3.501,6.7469,4.542,0.8106,3.9026,-1.5628
2024/02/14 04:51:59.00,460154.9624,5635359.3085,2944434.3295,10.0,3.5009,6.7474,4.5425,0.8082,3.9034,-1.5633
2024/02/14 04:52:00.00,460154.8102,5635359.5738,2944434.4338,10.0,3.5009,6.7479,4.543,0.8057,3.9042,-1.5638
2024/02/14 04:52:01.00,460154.7383,5635359.7799,2944434.5901,10.0,3.5008,6.7484,4.5435,0.8033,3.9051,-1.5642
2024/02/14 04:52:02.00,460154.6048,5635359.9839,2944434.6863,10.0,3.5008,6.7489,4.544,0.8008,3.9059,-1.5647
2024/02/14 04:52:03.00,460154.5065,5635360.1926,2944434.8497,10.0,3.5008,6.7494,4.5445,0.7983,3.9067,-1.5652
2024/02/14 04:52:04.00,460154.407,5635360.3987,2944434.9815,10.0,3.5007,6.75,4.545,0.7958,3.9076,-1.5656
2024/02/14 04:52:05.00,460154.3284,5635360.43,2944435.102,10.0,3.5007,6.7505,4.5455,0.7933,3.9084,-1.5661
2024/02/14 04:52:06.00,460154.214,5635360.6086,2944435.2086,10.0,3.5006,6.751,4.546,0.7908,3.9092,-1.5666
2024/02/14 04:52:07.00,460154.1853,5635360.6483,2944435.2427,10.0,3.5006,6.7515,4.5465,0.7883,3.9101,-1.567
2024/02/14 04:52:08.00,460154.1176,5635360.8424,2944435.3534,10.0,3.5006,6.752,4.547,0.7858,3.9109,-1.5675
2024/02/14 04:52:09.00,460154.0784,5635361.0308,2944435.414,10.0,3.5005,6.7525,4.5475,0.7832,3.9118,-1.568
2024/02/14 04:52:10.00,460154.0507,5635361.2489,2944435.4352,10.0,3.5005,6.753,4.548,0.7807,3.9126,-1.5685
2024/02/14 04:52:11.00,460154.0069,5635361.3151,2944435.4601,10.0,3.5005,6.7535,4.5485,0.7781,3.9134,-1.5689
2024/02/14 04:52:12.00,460153.9814,5635361.2928,2944435.5251,10.0,3.5004,6.754,4.549,0.7756,3.9143,-1.5694
2024/02/14 04:52:13.00,460154.027,5635361.2945,2944435.5344,10.0,3.5004,6.7546,4.5495,0.773,3.9151,-1.5699
2024/02/14 04:52:14.00,460154.1026,5635361.3638,2944435.5309,10.0,3.5003,6.7551,4.55,0.7704,3.9159,-1.5703
2024/02/14 04:52:15.00,460154.0489,5635361.5156,2944435.5326,10.0,3.5003,6.7556,4.5505,0.7679,3.9168,-1.5708
2024/02/14 04:52:16.00,460154.1755,5635361.4156,2944435.5022,10.0,3.5003,6.7561,4.551,0.7653,3.9176,-1.5713
2024/02/14 04:52:17.00,460154.2187,5635361.2541,2944435.406,10.0,3.5002,6.7566,4.5515,0.7627,3.9185,-1.5718
2024/02/14 04:52:18.00,460154.296,5635361.2261,2944435.3198,10.0,3.5002,6.7571,4.552,0.76,3.9193,-1.5722
2024/02/14 04:52:19.00,460154.4435,5635361.1985,2944435.1968,10.0,3.5001,6.7576,4.5526,0.7574,3.9201,-1.5727
2024/02/14 04:52:20.00,460154.4875,5635361.2088,2944435.1029,10.0,3.5001,6.7581,4.5531,0.7548,3.921,-1.5732
2024/02/14 04:52:21.00,460154.6103,5635361.2182,2944435.0111,10.0,3.5001,6.7587,4.5536,0.7522,3.9218,-1.5736
2024/02/14 04:52:22.00,460152.8938,5635362.5882,2944436.315,9.0,4.5382,7.1593,5.1523,-2.5011,4.5906,-3.0723
2024/02/14 04:52:23.00,460156.841,5635359.3981,2944432.9416,10.0,3.5,6.7597,4.5546,0.7468,3.9235,-1.5746
2024/02/14 04:52:24.00,460157.8799,5635358.6919,2944432.0866,10.0,3.5,6.7602,4.5551,0.7442,3.9243,-1.575
2024/02/14 04:52:25.00,460158.2903,5635358.3052,2944431.7156,10.0,3.4999,6.7607,4.5556,0.7415,3.9252,-1.5755
2024/02/14 04:52:26.00,460157.6949,5635358.8284,2944432.0984,10.0,3.4999,6.7612,4.5561,0.7388,3.926,-1.576
2024/02/14 04:52:27.00,460157.4257,5635359.0255,2944432.2872,10.0,3.4998,6.7618,4.5566,0.7361,3.9268,-1.5765
2024/02/14 04:52:28.00,460156.5144,5635359.6698,2944433.0316,10.0,3.4998,6.7623,4.5571,0.7334,3.9277,-1.5769
2024/02/14 04:52:29.00,460155.9683,5635360.0909,2944433.3976,10.0,3.4998,6.7628,4.5576,0.7307,3.9285,-1.5774
2024/02/14 04:52:30.00,460156.329,5635359.7168,2944432.9851,10.0,3.4997,6.7633,4.5581,0.7279,3.9294,-1.5779
2024/02/14 04:52:31.00,460156.2883,5635359.7991,2944433.0179,10.0,3.4997,6.7638,4.5586,0.7252,3.9302,-1.5784
2024/02/14 04:52:32.00,460155.9781,5635360.1814,2944433.2674,10.0,3.4997,6.7643,4.5591,0.7224,3.931,-1.5788
2024/02/14 04:52:33.00,460156.473,5635359.521,2944432.7742,10.0,3.4996,6.7649,4.5596,0.7197,3.9319,-1.5793
2024/02/14 04:52:34.00,460156.1236,5635359.3864,2944432.9194,10.0,3.4996,6.7654,4.5601,0.7169,3.9327,-1.5798
2024/02/14 04:52:35.00,460155.3393,5635359.7208,2944433.5404,10.0,3.4996,6.7659,4.5606,0.7141,3.9335,-1.5802
2024/02/14 04:52:36.00,460154.8665,5635359.8326,2944433.8091,10.0,3.4995,6.7664,4.5611,0.7113,3.9344,-1.5807
2024/02/14 04:52:37.00,460154.231,5635359.9673,2944434.2421,10.0,3.4995,6.7669,4.5616,0.7085,3.9352,-1.5812
2024/02/14 04:52:38.00,460153.0502,5635360.7312,2944435.1742,10.0,3.4994,6.7674,4.5621,0.7057,3.9361,-1.5817
2024/02/14 04:52:39.00,460152.7331,5635360.7994,2944435.3929,10.0,3.4994,6.768,4.5626,0.7029,3.9369,-1.5821
2024/02/14 04:52:40.00,460152.57,5635360.7667,2944435.5002,10.0,3.4994,6.7685,4.5631,0.7,3.9377,-1.5826
2024/02/14 04:52:41.00,460152.4371,5635360.7575,2944435.6473,10.0,3.4993,6.769,4.5636,0.6972,3.9386,-1.5831
2024/02/14 04:52:42.00,460152.0171,5635360.9543,2944435.9819,10.0,3.4993,6.7695,4.5641,0.6943,3.9394,-1.5836
2024/02/14 04:52:43.00,460151.8571,5635360.9925,2944436.0611,10.0,3.4993,6.77,4.5646,0.6914,3.9403,-1.584
2024/02/14 04:52:44.00,460151.8673,5635360.8579,2944436.0363,10.0,3.4992,6.7706,4.5651,0.6885,3.9411,-1.5845
2024/02/14 04:52:45.00,460151.8558,5635360.7794,2944436.014,10.0,3.4992,6.7711,4.5656,0.6856,3.9419,-1.585
2024/02/14 04:52:46.00,460151.8136,5635360.7651,2944436.0465,10.0,3.4992,6.7716,4.5661,0.6827,3.9428,-1.5854
2024/02/14 04:52:47.00,460151.8202,5635360.8048,2944436.0508,10.0,3.4991,6.7721,4.5666,0.6798,3.9436,-1.5859
2024/02/14 04:52:48.00,460151.8116,5635360.8323,2944436.0822,10.0,3.4991,6.7727,4.5671,0.6768,3.9445,-1.5864
2024/02/14 04:52:49.00,460151.8702,5635360.7221,2944436.0058,10.0,3.4991,6.7732,4.5676,0.6739,3.9453,-1.5869
2024/02/14 04:52:50.00,460151.982,5635360.6081,2944435.9325,10.0,3.499,6.7737,4.5681,0.6709,3.9461,-1.5873
2024/02/14 04:52:51.00,460152.0468,5635360.6313,2944435.9577,10.0,3.499,6.7742,4.5687,0.6679,3.947,-1.5878
2024/02/14 04:52:52.00,460152.1919,5635360.6108,2944435.9154,10.0,3.499,6.7747,4.5692,0.6649,3.9478,-1.5883
2024/02/14 04:52:53.00,460152.1618,5635360.7301,2944435.955,10.0,3.4989,6.7753,4.5697,0.6619,3.9487,-1.5888
2024/02/14 04:52:54.00,460152.2467,5635360.7797,2944435.933,10.0,3.4989,6.7758,4.5702,0.6589,3.9495,-1.5892
2024/02/14 04:52:55.00,460152.3265,5635360.797,2944435.9153,10.0,3.4989,6.7763,4.5707,0.6558,3.9503,-1.5897
2024/02/14 04:52:56.00,460152.5314,5635360.8428,2944435.8614,10.0,3.4988,6.7768,4.5712,0.6528,3.9512,-1.5902
2024/02/14 04:52:57.00,460152.6558,5635360.6983,2944435.8117,10.0,3.4988,6.7774,4.5717,0.6497,3.952,-1.5907
2024/02/14 04:52:58.00,460152.7572,5635360.5819,2944435.736,10.0,3.4988,6.7779,4.5722,0.6466,3.9529,-1.5911
2024/02/14 04:52:59.00,460152.867,5635360.313,2944435.6374,10.0,3.4987,6.7784,4.5727,0.6435,3.9537,-1.5916
2024/02/14 04:53:00.00,460153.0348,5635360.1926,2944435.4863,10.0,3.4987,6.7789,4.5732,0.6404,3.9545,-1.5921
2024/02/14 04:53:01.00,460153.2869,5635359.9263,2944435.2434,10.0,3.4987,6.7795,4.5737,0.6373,3.9554,-1.5926
2024/02/14 04:53:02.00,460153.0748,5635359.9917,2944435.4183,9.0,4.5459,7.1935,5.1777,-2.5642,4.635,-3.0951
2024/02/14 04:53:03.00,460153.2202,5635359.898,2944435.3147,9.0,4.5461,7.1944,5.1784,-2.5657,4.6361,-3.0956
2024/02/14 04:53:04.00,460153.3286,5635359.7796,2944435.2005,9.0,4.5463,7.1952,5.179,-2.5673,4.6372,-3.0962
2024/02/14 04:53:05.00,460153.4849,5635359.5524,2944435.0385,9.0,4.5465,7.1961,5.1796,-2.5689,4.6383,-3.0968
2024/02/14 04:53:06.00,460153.5903,5635359.3746,2944434.9216,9.0,4.5467,7.197,5.1803,-2.5704,4.6395,-3.0973
2024/02/14 04:53:07.00,460153.7216,5635359.1986,2944434.7827,9.0,4.5469,7.1978,5.1809,-2.572,4.6406,-3.0979
2024/02/14 04:53:08.00,460153.9099,5635359.1074,2944434.6983,9.0,4.5471,7.1987,5.1816,-2.5736,4.6417,-3.0985
2024/02/14 04:53:09.00,460154.0589,5635358.8775,2944434.5435,9.0,4.5473,7.1996,5.1822,-2.5751,4.6428,-3.0991
2024/02/14 04:53:10.00,460154.1964,5635358.71,2944434.3942,9.0,4.5475,7.2004,5.1828,-2.5767,4.6439,-3.0996
2024/02/14 04:53:11.00,460154.3567,5635358.567,2944434.199,9.0,4.5477,7.2013,5.1835,-2.5783,4.645,-3.1002
2024/02/14 04:53:12.00,460157.4975,5635355.9493,2944431.534,10.0,3.4983,6.7853,4.5793,0.6017,3.9646,-1.5978
2024/02/14 04:53:13.00,460156.6409,5635356.5739,2944432.1969,10.0,3.4983,6.7858,4.5798,0.5984,3.9655,-1.5983
2024/02/14 04:53:14.00,460155.0042,5635357.9025,2944433.5854,10.0,3.4982,6.7863,4.5803,0.595,3.9663,-1.5987
2024/02/14 04:53:15.00,460153.8074,5635358.9059,2944434.5626,10.0,3.4982,6.7869,4.5808,0.5916,3.9671,-1.5992
2024/02/14 04:53:16.00,460153.4193,5635359.1895,2944434.868,10.0,3.4982,6.7874,4.5813,0.5882,3.968,-1.5997
2024/02/14 04:53:17.00,460152.6878,5635359.7399,2944435.4474,10.0,3.4981,6.7879,4.5818,0.5848,3.9688,-1.6002
2024/02/14 04:53:18.00,460152.3047,5635360.0216,2944435.7841,10.0,3.4981,6.7885,4.5823,0.5814,3.9697,-1.6006
2024/02/14 04:53:19.00,460151.9427,5635360.2393,2944436.0487,10.0,3.4981,6.789,4.5828,0.5779,3.9705,-1.6011
2024/02/14 04:53:20.00,460151.4782,5635360.4959,2944436.4068,10.0,3.498,6.7895,4.5833,0.5744,3.9713,-1.6016
2024/02/14 04:53:21.00,460151.1506,5635360.8473,2944436.6536,10.0,3.498,6.79,4.5838,0.5709,3.9722,-1.6021
2024/02/14 04:53:22.00,460151.4127,5635360.6449,2944436.4559,10.0,3.498,6.7906,4.5843,0.5674,3.973,-1.6026
2024/02/14 04:53:23.00,460152.5049,5635359.7799,2944435.5573,10.0,3.498,6.7911,4.5848,0.5639,3.9739,-1.603
2024/02/14 04:53:24.00,460153.1045,5635359.3655,2944435.0364,10.0,3.4979,6.7916,4.5853,0.5603,3.9747,-1.6035
2024/02/14 04:53:25.00,460153.9532,5635358.5866,2944434.2775,10.0,3.4979,6.7922,4.5858,0.5567,3.9756,-1.604
2024/02/14 04:53:26.00,460156.4449,5635356.476,2944432.1705,9.0,4.5506,7.2144,5.1931,-2.6016,4.6617,-3.1088
2024/02/14 04:53:27.00,460155.7706,5635357.1029,2944432.741,10.0,3.4978,6.7932,4.5869,0.5494,3.9772,-1.6049
2024/02/14 04:53:28.00,460156.8877,5635356.1882,2944431.8081,10.0,3.4978,6.7938,4.5874,0.5458,3.9781,-1.6054
2024/02/14 04:53:29.00,460156.6451,5635356.38,2944432.0573,9.0,4.5512,7.217,5.195,-2.6063,4.6651,-3.1105
2024/02/14 04:53:30.00,460156.6581,5635356.3136,2944432.0125,9.0,4.5514,7.2179,5.1956,-2.6078,4.6662,-3.1111
2024/02/14 04:53:31.00,460156.5745,5635356.3722,2944432.0092,9.0,4.5516,7.2188,5.1963,-2.6094,4.6673,-3.1117
2024/02/14 04:53:32.00,460156.5375,5635356.3294,2944431.9924,9.0,4.5518,7.2196,5.1969,-2.6109,4.6684,-3.1122
2024/02/14 04:53:33.00,460156.5717,5635356.2968,2944431.9583,9.0,4.552,7.2205,5.1975,-2.6125,4.6695,-3.1128
2024/02/14 04:53:34.00,460156.6033,5635356.1096,2944431.7758,9.0,4.5522,7.2214,5.1982,-2.614,4.6706,-3.1134
2024/02/14 04:53:35.00,460156.616,5635355.7222,2944431.1007,9.0,4.5524,7.2223,5.1988,-2.6156,4.6717,-3.114
2024/02/14 04:53:36.00,460156.8498,5635352.9536,2944426.7605,8.0,4.5585,7.6526,6.574,-2.726,5.6572,-3.2598
2024/02/14 04:53:37.00,460156.8899,5635353.0091,2944426.7637,8.0,4.5587,7.6535,6.5744,-2.7275,5.6581,-3.2604
2024/02/14 04:53:38.00,460156.8138,5635353.0619,2944426.7603,8.0,4.5589,7.6543,6.5748,-2.729,5.659,-3.2609
2024/02/14 04:53:39.00,460156.8105,5635352.9636,2944426.7084,8.0,4.5591,7.6551,6.5752,-2.7305,5.6598,-3.2614
2024/02/14 04:53:40.00,460156.6246,5635353.2652,2944426.8473,8.0,4.5593,7.656,6.5756,-2.732,5.6607,-3.262
2024/02/14 04:53:41.00,460156.5391,5635354.3474,2944428.6179,9.0,4.5536,7.2276,5.2027,-2.6249,4.6784,-3.1174
2024/02/14 04:53:42.00,460156.6259,5635354.0037,2944428.2994,9.0,4.5538,7.2284,5.2033,-2.6264,4.6795,-3.118
2024/02/14 04:53:43.00,460156.6212,5635353.1055,2944426.847,8.0,4.5599,7.6585,6.5768,-2.7364,5.6634,-3.2636
2024/02/14 04:53:44.00,460156.5888,5635353.0277,2944426.8827,8.0,4.5601,7.6593,6.5772,-2.7379,5.6643,-3.2641
2024/02/14 04:53:45.00,460156.4556,5635353.0725,2944426.9977,8.0,4.5603,7.6602,6.5776,-2.7394,5.6652,-3.2647
2024/02/14 04:53:46.00,460156.4146,5635352.9139,2944427.0176,8.0,4.5605,7.661,6.578,-2.7409,5.6661,-3.2652
2024/02/14 04:53:47.00,460156.4355,5635353.1727,2944427.7449,9.0,4.5549,7.2328,5.2065,-2.6341,4.6851,-3.1209
2024/02/14 04:53:48.00,460156.3373,5635353.1341,2944427.8691,9.0,4.5551,7.2337,5.2071,-2.6357,4.6862,-3.1215
2024/02/14 04:53:49.00,460156.2621,5635353.1266,2944428.0276,9.0,4.5553,7.2346,5.2078,-2.6372,4.6873,-3.122
2024/02/14 04:53:50.00,460151.5159,5635357.0306,2944432.0465,10.0,3.4972,6.8056,4.5985,0.4576,3.9966,-1.6159
2024/02/14 04:53:51.00,460151.1696,5635357.3503,2944432.4246,10.0,3.4972,6.8061,4.5991,0.4531,3.9975,-1.6164
2024/02/14 04:53:52.00,460150.8307,5635357.6133,2944432.6531,10.0,3.4971,6.8067,4.5996,0.4487,3.9983,-1.6169
2024/02/14 04:53:53.00,460149.3437,5635358.8236,2944433.9888,10.0,3.4971,6.8072,4.6001,0.4442,3.9991,-1.6174
2024/02/14 04:53:54.00,460148.6919,5635359.3053,2944434.661,10.0,3.4971,6.8077,4.6006,0.4396,4.0,-1.6179
2024/02/14 04:53:55.00,460148.8288,5635359.2321,2944434.6619,10.0,3.497,6.8083,4.6011,0.435,4.0008,-1.6183
2024/02/14 04:53:56.00,460148.4424,5635359.5993,2944435.129,10.0,3.497,6.8088,4.6016,0.4303,4.0017,-1.6188
2024/02/14 04:53:57.00,460147.1391,5635360.7769,2944436.431,10.0,3.497,6.8094,4.6021,0.4256,4.0025,-1.6193
2024/02/14 04:53:58.00,460147.3399,5635360.7281,2944436.4499,10.0,3.497,6.8099,4.6026,0.4209,4.0034,-1.6198
2024/02/14 04:53:59.00,460147.4634,5635360.399,2944436.4835,10.0,3.4969,6.8104,4.6031,0.416,4.0042,-1.6203
2024/02/14 04:54:00.00,460147.1159,5635360.5747,2944436.9876,10.0,3.4969,6.811,4.6036,0.4112,4.005,-1.6207
2024/02/14 04:54:01.00,460146.1759,5635361.2314,2944437.9132,10.0,3.4969,6.8115,4.6041,0.4062,4.0059,-1.6212
2024/02/14 04:54:02.00,460145.4083,5635361.5614,2944438.5106,10.0,3.4969,6.8121,4.6047,0.4012,4.0067,-1.6217
2024/02/14 04:54:03.00,460144.9151,5635361.6985,2944438.8929,10.0,3.4968,6.8126,4.6052,0.3962,4.0076,-1.6222
2024/02/14 04:54:04.00,460144.6922,5635361.8754,2944439.1402,10.0,3.4968,6.8132,4.6057,0.391,4.0084,-1.6227
2024/02/14 04:54:05.00,460144.7329,5635361.8364,2944439.1681,10.0,3.4968,6.8137,4.6062,0.3858,4.0093,-1.6232
2024/02/14 04:54:06.00,460144.5871,5635361.91,2944439.4425,10.0,3.4968,6.8142,4.6067,0.3806,4.0101,-1.6236
2024/02/14 04:54:07.00,460144.2369,5635362.3276,2944439.8756,10.0,3.4967,6.8148,4.6072,0.3752,4.0109,-1.6241
2024/02/14 04:54:08.00,460144.4046,5635362.3195,2944439.8919,10.0,3.4967,6.8153,4.6077,0.3698,4.0118,-1.6246
2024/02/14 04:54:09.00,460144.9132,5635361.9659,2944439.523,10.0,3.4967,6.8159,4.6082,0.3643,4.0126,-1.6251
2024/02/14 04:54:10.00,460152.3347,5635355.8587,2944433.525,9.0,4.5596,7.2533,5.2213,-2.6695,4.7108,-3.1342
2024/02/14 04:54:11.00,460152.4537,5635355.9383,2944433.6552,9.0,4.5598,7.2542,5.2219,-2.671,4.7119,-3.1348
2024/02/14 04:54:12.00,460152.4568,5635356.2281,2944433.8565,9.0,4.56,7.2551,5.2226,-2.6726,4.713,-3.1353
2024/02/14 04:54:13.00,460152.4416,5635356.3866,2944434.0373,9.0,4.5602,7.256,5.2232,-2.6741,4.7141,-3.1359
2024/02/14 04:54:14.00,460152.5469,5635356.5167,2944434.1918,9.0,4.5604,7.2569,5.2238,-2.6756,4.7153,-3.1365
2024/02/14 04:54:15.00,460152.6589,5635356.6931,2944434.3776,9.0,4.5606,7.2577,5.2245,-2.6771,4.7164,-3.1371
2024/02/14 04:54:16.00,460152.7609,5635357.0087,2944434.5393,9.0,4.5608,7.2586,5.2251,-2.6787,4.7175,-3.1377
2024/02/14 04:54:17.00,460152.899,5635357.2575,2944434.5781,9.0,4.561,7.2595,5.2258,-2.6802,4.7186,-3.1382
2024/02/14 04:54:18.00,460153.0325,5635357.3359,2944434.6342,9.0,4.5612,7.2604,5.2264,-2.6817,4.7197,-3.1388
2024/02/14 04:54:19.00,460153.2042,5635357.6456,2944434.6583,9.0,4.5615,7.2613,5.2271,-2.6833,4.7208,-3.1394
2024/02/14 04:54:20.00,460153.3537,5635357.7797,2944434.7048,9.0,4.5617,7.2622,5.2277,-2.6848,4.722,-3.14
2024/02/14 04:54:21.00,460153.544,5635358.0019,2944434.7323,9.0,4.5619,7.2631,5.2283,-2.6863,4.7231,-3.1406
2024/02/14 04:54:22.00,460153.6024,5635358.1571,2944434.8186,9.0,4.5621,7.264,5.229,-2.6878,4.7242,-3.1411
