GPST,x_y,y_y,z_y
2024/02/14 05:41:41.01,458509.2048,5632879.8486,2949371.6981
2024/02/14 05:41:42.01,458509.2022,5632879.8317,2949371.6918
2024/02/14 05:41:43.01,458509.2049,5632879.8277,2949371.6938
2024/02/14 05:41:44.01,458509.2057,5632879.8703,2949371.703
2024/02/14 05:41:45.01,458509.2078,5632879.8334,2949371.695
2024/02/14 05:41:46.01,458509.2048,5632879.8222,2949371.6895
2024/02/14 05:41:47.01,458509.2046,5632879.8339,2949371.6873
2024/02/14 05:41:48.01,458509.2108,5632879.8143,2949371.6694
2024/02/14 05:41:49.01,458509.1923,5632879.8405,2949371.7416
2024/02/14 05:41:50.01,458507.8389,5632886.19,2949375.6649
2024/02/14 05:41:51.01,458506.3697,5632892.6629,2949379.8614
2024/02/14 05:41:52.01,458506.3485,5632892.651,2949379.9413
2024/02/14 05:41:53.01,458509.5186,5632884.0656,2949375.7959
2024/02/14 05:41:54.01,458509.3144,5632894.7352,2949378.3135
2024/02/14 05:41:55.01,458509.297,5632894.6614,2949378.3907
2024/02/14 05:41:56.01,458509.0363,5632879.4566,2949372.4022
2024/02/14 05:41:57.01,458509.0351,5632879.4366,2949372.4413
2024/02/14 05:41:58.01,458505.5058,5632890.3586,2949375.9355
2024/02/14 05:41:59.01,458509.0378,5632879.4337,2949372.4338
2024/02/14 05:42:00.01,458505.5057,5632890.3535,2949375.9369
2024/02/14 05:42:01.00,458505.8936,5632877.9231,2949374.5065
2024/02/14 05:42:02.01,458505.5094,5632890.3517,2949375.9375
2024/02/14 05:42:03.01,458505.5069,5632890.3554,2949375.9389
2024/02/14 05:42:04.01,458505.5069,5632890.3528,2949375.9399
2024/02/14 05:42:05.01,458505.8948,5632877.9444,2949374.5019
2024/02/14 05:42:06.01,458505.8921,5632877.9543,2949374.4694
2024/02/14 05:42:07.01,458507.6767,5632885.7941,2949376.4276
2024/02/14 05:42:08.01,458505.8095,5632877.7103,2949374.9103
2024/02/14 05:42:09.01,458506.1254,5632892.0836,2949381.0633
2024/02/14 05:42:10.01,458505.6903,5632887.4973,2949377.5313
2024/02/14 05:42:11.01,458507.53,5632885.339,2949377.344
2024/02/14 05:42:12.01,458507.593,5632887.1356,2949381.6328
2024/02/14 05:42:13.01,458505.9409,5632891.5707,2949382.1824
2024/02/14 05:42:14.01,458508.8612,5632893.4417,2949380.8848
2024/02/14 05:42:15.01,458507.088,5632884.3126,2949379.4678
2024/02/14 05:42:16.01,458508.582,5632892.0259,2949382.3491
2024/02/14 05:42:17.01,458508.318,5632891.4983,2949383.4331
2024/02/14 05:42:18.01,458504.4847,5632884.8819,2949383.0453
2024/02/14 05:42:19.01,458507.8257,5632890.2052,2949385.9645
2024/02/14 05:42:20.01,458507.6325,5632879.3362,2949385.2713
2024/02/14 05:42:21.01,458507.2816,5632878.4336,2949387.0121
2024/02/14 05:42:22.01,458506.8828,5632877.2455,2949389.2288
2024/02/14 05:42:23.01,458506.4131,5632875.8156,2949391.8647
2024/02/14 05:42:24.01,458505.7939,5632874.2816,2949394.6216
2024/02/14 05:42:25.01,458504.8457,5632882.6058,2949400.0152
2024/02/14 05:42:26.01,458503.5131,5632880.5893,2949403.6944
2024/02/14 05:42:27.01,458500.1769,5632872.1866,2949409.6265
2024/02/14 05:42:28.01,458496.2054,5632860.0323,2949408.2824
